# ENERGY DEMAND GROUP 52
# Industrial building in Amsterdam with an annual energy consumption of 5.68e+12 J.
#
# time [s], power [kW]
0, 121.955125
900, 121.129549
1800, 123.265862
2700, 122.203261
3600, 120.877538
4500, 120.059258
5400, 122.176693
6300, 121.123482
7200, 124.918657
8100, 124.073020
9000, 126.261245
9900, 125.172823
10800, 126.413495
11700, 125.557739
12600, 127.772149
13500, 126.670703
14400, 117.918050
15300, 117.119804
16200, 119.185397
17100, 118.157972
18000, 113.878421
18900, 113.107521
19800, 115.102352
20700, 114.110124
21600, 177.111821
22500, 175.912862
23400, 179.015365
24300, 177.472182
25200, 237.045801
26100, 235.441119
27000, 239.593497
27900, 237.528107
28800, 242.940315
29700, 241.295730
30600, 245.551364
31500, 243.434614
32400, 233.507983
33300, 231.927250
34200, 236.017656
35100, 233.983091
36000, 226.920459
36900, 225.384320
37800, 229.359331
38700, 227.382163
39600, 228.812582
40500, 227.263635
41400, 231.271791
42300, 229.278136
43200, 221.406363
44100, 219.907553
45000, 223.785972
45900, 221.856849
46800, 216.199384
47700, 214.735822
48600, 218.523030
49500, 216.639275
50400, 215.406053
51300, 213.947861
52200, 217.721172
53100, 215.844329
54000, 204.134674
54900, 202.752785
55800, 206.328652
56700, 204.550018
57600, 207.811981
58500, 206.405197
59400, 210.045481
60300, 208.234806
61200, 215.435978
62100, 213.977585
63000, 217.751419
63900, 215.874316
64800, 203.844040
65700, 202.464118
66600, 206.034894
67500, 204.258792
68400, 193.514152
69300, 192.204158
70200, 195.593984
71100, 193.907886
72000, 173.831302
72900, 172.654551
73800, 175.699588
74700, 174.184989
75600, 155.921166
76500, 154.865657
77400, 157.596959
78300, 156.238411
79200, 138.927721
80100, 137.987250
81000, 140.420874
81900, 139.210391
82800, 125.370305
83700, 124.521611
84600, 126.717747
85500, 125.625390
86400, 114.023205
87300, 113.251324
88200, 115.248691
89100, 114.255202
90000, 113.015704
90900, 112.250644
91800, 114.230362
92700, 113.245652
93600, 116.793989
94500, 116.003352
95400, 118.049256
96300, 117.031625
97200, 118.191604
98100, 117.391506
99000, 119.461891
99900, 118.432083
100800, 110.248700
101700, 109.502371
102600, 111.433619
103500, 110.473017
104400, 106.471807
