# ENERGY DEMAND GROUP 36
# Office building in Berlin with an annual energy consumption of 8.51e+11 J.
#
# time [s], power [kW]
0, 5.109783
900, 5.032368
1800, 4.587457
2700, 4.745826
3600, 5.722615
4500, 5.635916
5400, 5.137645
6300, 5.315008
7200, 5.298290
8100, 5.218019
9000, 4.756695
9900, 4.920906
10800, 5.213726
11700, 5.134736
12600, 4.680775
13500, 4.842365
14400, 5.383873
15300, 5.302305
16200, 4.833529
17100, 5.000393
18000, 9.412763
18900, 9.270156
19800, 8.450583
20700, 8.742315
21600, 30.990688
22500, 30.521169
23400, 27.822795
24300, 28.783298
25200, 48.961343
26100, 48.219564
27000, 43.956476
27900, 45.473948
28800, 97.971280
29700, 96.486984
30600, 87.956579
31500, 90.993028
32400, 104.980785
33300, 103.390294
34200, 94.249567
35100, 97.503264
36000, 103.260596
36900, 101.696166
37800, 92.705217
38700, 95.905600
39600, 100.871849
40500, 99.343609
41400, 90.560649
42300, 93.686997
43200, 111.409092
44100, 109.721210
45000, 100.020768
45900, 103.473699
46800, 111.040820
47700, 109.358517
48600, 99.690141
49500, 103.131658
50400, 117.604594
51300, 115.822848
52200, 105.582960
53100, 109.227910
54000, 118.070360
54900, 116.281558
55800, 106.001116
56700, 109.660501
57600, 119.878533
58500, 118.062336
59400, 107.624455
60300, 111.339882
61200, 121.397575
62100, 119.558364
63000, 108.988220
63900, 112.750726
64800, 119.692519
65700, 117.879140
66600, 107.457456
67500, 111.167118
68400, 101.362640
69300, 99.826964
70200, 91.001271
71100, 94.142830
72000, 60.260034
72900, 59.347075
73800, 54.100206
74700, 55.967861
75600, 18.264043
76500, 17.987337
77400, 16.397078
78300, 16.963140
79200, 5.834998
80100, 5.746596
81000, 5.238540
81900, 5.419386
82800, 5.084101
83700, 5.007075
84600, 4.564400
85500, 4.721973
86400, 5.310894
87300, 5.230432
88200, 4.768010
89100, 4.932612
90000, 5.947847
90900, 5.857735
91800, 5.339853
92700, 5.524196
93600, 5.506820
94500, 5.423390
95400, 4.943909
96300, 5.114583
97200, 5.418928
98100, 5.336830
99000, 4.865001
99900, 5.032951
100800, 5.595772
101700, 5.510994
102600, 5.023767
103500, 5.197199
104400, 9.783231
105300, 9.635012
106200, 8.783181
107100, 9.086396
108000, 32.210421
108900, 31.722424
109800, 28.917847
110700, 29.916153
111600, 50.888367
112500, 50.117393
113400, 45.686519
114300, 47.263715
115200, 101.827241
116100, 100.284526
117000, 91.418381
117900, 94.574339
118800, 109.112627
119700, 107.459537
120600, 97.959049
121500, 101.340805
122400, 107.324735
123300, 105.698732
124200, 96.353916
125100, 99.680260
126000, 104.841971
126900, 103.253582
127800, 94.124942
128700, 97.374337
129600, 115.793940
130500, 114.039626
131400, 103.957393
132300, 107.546225
133200, 115.411173
134100, 113.662658
135000, 103.613753
135900, 107.190722
136800, 122.233284
137700, 120.381412
138600, 109.738502
139500, 113.526911
140400, 122.717382
141300, 120.858176
142200, 110.173115
143100, 113.976528
144000, 124.596721
144900, 122.709042
145800, 111.860347
146700, 115.722006
147600, 126.175550
148500, 124.263951
149400, 113.277786
150300, 117.188378
151200, 124.403386
152100, 122.518637
153000, 111.686775
153900, 115.542442
154800, 105.352078
155700, 103.755962
156600, 94.582906
157500, 97.848111
158400, 62.631753
159300, 61.682862
160200, 56.229486
161100, 58.170648
162000, 18.982880
162900, 18.695284
163800, 17.042436
164700, 17.630777
165600, 6.064653
166500, 5.972771
167400, 5.444719
168300, 5.632683
169200, 5.284201
170100, 5.204144
171000, 4.744046
171900, 4.907821
172800, 5.363157
173700, 5.281903
174600, 4.814931
175500, 4.981152
176400, 6.006377
177300, 5.915379
178200, 5.392401
179100, 5.578558
180000, 5.561011
180900, 5.476760
181800, 4.992560
182700, 5.164914
183600, 5.472254
184500, 5.389347
185400, 4.912876
186300, 5.082479
187200, 5.650838
188100, 5.565226
189000, 5.073205
189900, 5.248342
190800, 9.879504
191700, 9.729827
192600, 8.869614
193500, 9.175812
194400, 32.527393
195300, 32.034593
196200, 29.202417
197100, 30.210548
198000, 51.389142
198900, 50.610581
199800, 46.136104
200700, 47.728821
201600, 102.829288
202500, 101.271392
203400, 92.317997
204300, 95.505012
205200, 110.186367
206100, 108.517009
207000, 98.923030
207900, 102.338065
208800, 108.380880
209700, 106.738876
210600, 97.302102
211500, 100.661179
212400, 105.873684
213300, 104.269665
214200, 95.051194
215100, 98.332564
216000, 116.933428
216900, 115.161850
217800, 104.980401
218700, 108.604550
219600, 116.546895
220500, 114.781173
221400, 104.633380
222300, 108.245549
223200, 123.436140
224100, 121.566044
225000, 110.818401
225900, 114.644090
226800, 123.925002
227700, 122.047500
228600, 111.257291
229500, 115.098131
230400, 125.822835
231300, 123.916580
232200, 112.961126
233100, 116.860786
234000, 127.417200
