# ENERGY DEMAND GROUP 32
# Industrial building in Amsterdam with an annual energy consumption of 5.68e+12 J.
#
# time [s], power [kW]
0, 143.778717
900, 144.087843
1800, 143.116279
2700, 142.039471
3600, 144.738935
4500, 145.050125
5400, 144.072072
6300, 142.988073
7200, 146.659404
8100, 146.974723
9000, 145.983693
9900, 144.885311
10800, 143.821791
11700, 144.131010
12600, 143.159155
13500, 142.082024
14400, 141.114318
15300, 141.417716
16200, 140.464156
17100, 139.407302
18000, 139.135661
18900, 139.434804
19800, 138.494615
20700, 137.452580
21600, 202.238322
22500, 202.673137
23400, 201.306540
24300, 199.791908
25200, 260.047012
26100, 260.606117
27000, 258.848886
27900, 256.901305
28800, 264.397647
29700, 264.966105
30600, 263.179475
31500, 261.199311
32400, 266.798312
33300, 267.371932
34200, 265.569080
35100, 263.570937
36000, 264.152757
36900, 264.720689
37800, 262.935714
38700, 260.957384
39600, 276.880737
40500, 277.476034
41400, 275.605052
42300, 273.531398
43200, 265.066246
44100, 265.636142
45000, 263.844995
45900, 261.859823
46800, 259.349144
47700, 259.906748
48600, 258.154233
49500, 256.211879
50400, 271.576162
51300, 272.160054
52200, 270.324917
53100, 268.290990
54000, 290.016989
54900, 290.640529
55800, 288.680780
56700, 286.508744
57600, 285.171274
58500, 285.784396
59400, 283.857392
60300, 281.721647
61200, 272.356545
62100, 272.942115
63000, 271.101704
63900, 269.061933
64800, 248.868165
65700, 249.403235
66600, 247.721544
67500, 245.857685
68400, 229.650905
69300, 230.144657
70200, 228.592824
71100, 226.872890
72000, 212.490545
72900, 212.947402
73800, 211.511527
74700, 209.920113
75600, 193.395560
76500, 193.811363
77400, 192.504520
78300, 191.056114
79200, 173.140671
80100, 173.512926
81000, 172.342952
81900, 171.046243
82800, 160.611951
83700, 160.957269
84600, 159.871956
85500, 158.669079
86400, 140.438996
87300, 140.740941
88200, 139.791945
89100, 138.740149
90000, 141.376909
90900, 141.680871
91800, 140.725537
92700, 139.666717
93600, 143.252769
94500, 143.560764
95400, 142.592754
96300, 141.519885
97200, 140.481069
98100, 140.783106
99000, 139.833825
99900, 138.781714
100800, 137.836486
101700, 138.132836
102600, 137.201426
103500, 136.169121
104400, 135.903789
105300, 136.195984
106200, 135.277634
107100, 134.259804
108000, 197.540689
108900, 197.965404
109800, 196.630551
110700, 195.151101
111600, 254.006588
112500, 254.552705
113400, 252.836291
114300, 250.933950
115200, 258.256164
116100, 258.811419
117000, 257.066289
117900, 255.132121
118800, 260.601067
119700, 261.161363
120600, 259.400388
121500, 257.448658
122400, 258.016963
123300, 258.571703
124200, 256.828190
125100, 254.895813
126000, 270.449295
126900, 271.030765
127800, 269.203242
128700, 267.177755
129600, 258.909234
130500, 259.465892
131400, 257.716349
132300, 255.777290
133200, 253.324929
134100, 253.869581
135000, 252.157774
135900, 250.260537
136800, 265.267935
137700, 265.838265
138600, 264.045754
139500, 262.059072
140400, 283.280415
141300, 283.889472
142200, 281.975244
143100, 279.853661
144000, 278.547258
144900, 279.146138
145800, 277.263895
146700, 275.177759
147600, 266.030192
148500, 266.602160
149400, 264.804499
150300, 262.812108
151200, 243.087405
152100, 243.610046
153000, 241.967417
153900, 240.146853
154800, 224.316527
155700, 224.798810
156600, 223.283023
157500, 221.603040
158400, 207.554771
159300, 208.001017
160200, 206.598495
161100, 205.044046
162000, 188.903328
162900, 189.309473
163800, 188.032986
164700, 186.618224
165600, 169.118924
166500, 169.482532
167400, 168.339735
168300, 167.073146
169200, 156.881224
170100, 157.218521
171000, 156.158418
171900, 154.983481
172800, 140.160741
173700, 140.462088
174600, 139.514972
175500, 138.465260
176400, 141.096796
177300, 141.400156
178200, 140.446714
179100, 139.389992
180000, 142.968939
180900, 143.276324
181800, 142.310232
182700, 141.239489
183600, 140.202731
184500, 140.504169
185400, 139.556769
186300, 138.506743
187200, 137.563387
188100, 137.859151
