# ENERGY DEMAND GROUP 62
# Industrial building in Amsterdam with an annual energy consumption of 5.68e+12 J.
#
# time [s], power [kW]
0, 109.054168
900, 110.291789
1800, 111.523795
2700, 110.988595
3600, 105.976430
4500, 107.179123
5400, 108.376359
6300, 107.856264
7200, 106.717557
8100, 107.928661
9000, 109.134269
9900, 108.610537
10800, 98.927241
11700, 100.049935
12600, 101.167535
13500, 100.682035
14400, 105.569894
15300, 106.767973
16200, 107.960616
17100, 107.442516
18000, 106.413910
18900, 107.621567
19800, 108.823745
20700, 108.301503
21600, 148.251169
22500, 149.933624
23400, 151.608445
24300, 150.880881
25200, 199.145179
26100, 201.405215
27000, 203.654995
27900, 202.677661
28800, 191.824247
29700, 194.001199
30600, 196.168274
31500, 195.226868
32400, 188.965674
33300, 191.110186
34200, 193.244966
35100, 192.317589
36000, 180.326898
36900, 182.373371
37800, 184.410558
38700, 183.525577
39600, 180.226375
40500, 182.271707
41400, 184.307758
42300, 183.423270
43200, 179.705666
44100, 181.745088
45000, 183.775257
45900, 182.893324
46800, 173.915487
47700, 175.889199
48600, 177.853955
49500, 177.000438
50400, 175.481937
51300, 177.473426
52200, 179.455879
53100, 178.594675
54000, 178.903207
54900, 180.933523
55800, 182.954626
56700, 182.076632
57600, 179.678792
58500, 181.717910
59400, 183.747775
60300, 182.865975
61200, 178.597780
62100, 180.624630
63000, 182.642282
63900, 181.765787
64800, 170.584784
65700, 172.520697
66600, 174.447825
67500, 173.610655
68400, 151.803444
69300, 153.526213
70200, 155.241165
71100, 154.496167
72000, 142.838401
72900, 144.459428
73800, 146.073101
74700, 145.372100
75600, 126.872140
76500, 128.311972
77400, 129.745270
78300, 129.122626
79200, 109.629208
80100, 110.873355
81000, 112.111857
81900, 111.573835
82800, 98.292094
83700, 99.407579
84600, 100.518004
85500, 100.035621
86400, 106.332955
87300, 107.539694
88200, 108.740957
89100, 108.219112
90000, 103.332015
90900, 104.504698
91800, 105.672059
92700, 105.164941
93600, 104.054649
94500, 105.235532
95400, 106.411057
96300, 105.900393
97200, 96.458724
98100, 97.553403
99000, 98.643115
99900, 98.169730
100800, 102.935623
101700, 104.103807
102600, 105.266690
103500, 104.761518
104400, 103.758578
105300, 104.936101
106200, 106.108281
107100, 105.599071
108000, 144.551878
108900, 146.192351
109800, 147.825381
110700, 147.115971
111600, 194.175937
112500, 196.379579
113400, 198.573220
114300, 197.620273
115200, 187.037683
116100, 189.160314
117000, 191.273314
117900, 190.355399
118800, 184.250440
119700, 186.341440
120600, 188.422951
121500, 187.518715
122400, 175.827226
123300, 177.822634
124200, 179.808987
125100, 178.946088
126000, 175.729211
126900, 177.723506
127800, 179.708752
128700, 178.846335
129600, 175.221495
130500, 177.210028
131400, 179.189538
132300, 178.329613
