# ENERGY DEMAND GROUP 21
# Apartment block in Eindhoven with an annual energy consumption of 5.68e+10 J.
#
# time [s], power [kW]
0, 0.113704
900, 0.114124
1800, 0.120231
2700, 0.111756
3600, 0.110999
4500, 0.111409
5400, 0.117371
6300, 0.109097
7200, 0.103765
8100, 0.104148
9000, 0.109722
9900, 0.101988
10800, 0.107588
11700, 0.107985
12600, 0.113764
13500, 0.105745
14400, 0.099543
15300, 0.099910
16200, 0.105257
17100, 0.097837
18000, 0.099755
18900, 0.100124
19800, 0.105482
20700, 0.098046
21600, 0.217290
22500, 0.218092
23400, 0.229764
24300, 0.213567
25200, 0.893825
26100, 0.897125
27000, 0.945138
27900, 0.878512
28800, 1.656536
29700, 1.662653
30600, 1.751636
31500, 1.628156
32400, 1.935517
33300, 1.942664
34200, 2.046633
35100, 1.902357
36000, 2.002695
36900, 2.010090
37800, 2.117667
38700, 1.968385
39600, 2.153634
40500, 2.161586
41400, 2.277271
42300, 2.116737
43200, 1.883050
44100, 1.890004
45000, 1.991154
45900, 1.850790
46800, 1.683412
47700, 1.689628
48600, 1.780054
49500, 1.654571
50400, 1.489898
51300, 1.495399
52200, 1.575431
53100, 1.464372
54000, 1.626265
54900, 1.632270
55800, 1.719627
56700, 1.598404
57600, 1.699620
58500, 1.705896
59400, 1.797193
60300, 1.670502
61200, 1.824247
62100, 1.830984
63000, 1.928975
63900, 1.792994
64800, 2.011642
65700, 2.019070
66600, 2.127127
67500, 1.977178
68400, 2.156217
69300, 2.164179
70200, 2.280003
71100, 2.119276
72000, 2.208453
72900, 2.216608
73800, 2.335237
74700, 2.170617
75600, 1.921566
76500, 1.928662
77400, 2.031881
78300, 1.888645
79200, 1.461347
80100, 1.466743
81000, 1.545241
81900, 1.436311
82800, 0.793331
83700, 0.796261
84600, 0.838875
85500, 0.779740
86400, 0.099190
87300, 0.099556
88200, 0.104884
89100, 0.097490
90000, 0.096830
90900, 0.097187
91800, 0.102389
92700, 0.095171
93600, 0.090520
94500, 0.090854
95400, 0.095716
96300, 0.088969
97200, 0.093854
98100, 0.094201
99000, 0.099242
99900, 0.092246
100800, 0.086836
101700, 0.087157
102600, 0.091821
103500, 0.085349
104400, 0.087021
105300, 0.087343
106200, 0.092017
107100, 0.085531
108000, 0.189553
108900, 0.190253
109800, 0.200435
110700, 0.186305
111600, 0.779729
112500, 0.782608
113400, 0.824492
114300, 0.766370
115200, 1.445080
116100, 1.450416
117000, 1.528040
117900, 1.420323
118800, 1.688449
119700, 1.694684
120600, 1.785381
121500, 1.659523
122400, 1.747052
123300, 1.753503
124200, 1.847348
125100, 1.717121
126000, 1.878724
126900, 1.885661
127800, 1.986579
128700, 1.846537
129600, 1.642680
130500, 1.648746
131400, 1.736984
132300, 1.614537
133200, 1.468525
134100, 1.473948
135000, 1.552831
135900, 1.443366
136800, 1.299713
137700, 1.304512
138600, 1.374328
139500, 1.277446
140400, 1.418673
141300, 1.423912
142200, 1.500118
143100, 1.394368
144000, 1.482664
144900, 1.488139
145800, 1.567782
146700, 1.457263
147600, 1.591383
148500, 1.597260
149400, 1.682742
150300, 1.564119
151200, 1.754857
152100, 1.761337
153000, 1.855601
153900, 1.724792
154800, 1.880977
155700, 1.887923
156600, 1.988962
157500, 1.848752
158400, 1.926545
159300, 1.933659
160200, 2.037146
161100, 1.893539
162000, 1.676279
162900, 1.682469
163800, 1.772512
164700, 1.647561
165600, 1.274807
166500, 1.279514
167400, 1.347992
168300, 1.252967
169200, 0.692063
170100, 0.694619
171000, 0.731793
171900, 0.680206
172800, 0.100188
173700, 0.100558
174600, 0.105940
175500, 0.098472
176400, 0.097805
177300, 0.098166
178200, 0.103420
179100, 0.096129
180000, 0.091431
180900, 0.091769
181800, 0.096680
182700, 0.089865
183600, 0.094799
184500, 0.095149
185400, 0.100242
186300, 0.093175
187200, 0.087711
188100, 0.088034
189000, 0.092746
189900, 0.086208
190800, 0.087898
191700, 0.088222
192600, 0.092944
193500, 0.086392
194400, 0.191461
195300, 0.192168
196200, 0.202453
197100, 0.188181
198000, 0.787580
198900, 0.790488
199800, 0.832794
200700, 0.774087
201600, 1.459630
202500, 1.465020
203400, 1.543426
204300, 1.434624
205200, 1.705450
206100, 1.711748
207000, 1.803358
207900, 1.676232
208800, 1.764643
209700, 1.771159
210600, 1.865949
211500, 1.734411
212400, 1.897640
213300, 1.904647
214200, 2.006581
215100, 1.865130
216000, 1.659220
216900, 1.665347
217800, 1.754474
218700, 1.630794
219600, 1.483312
220500, 1.488789
221400, 1.568467
222300, 1.457899
223200, 1.312800
224100, 1.317647
225000, 1.388166
225900, 1.290309
226800, 1.432958
227700, 1.438249
228600, 1.515222
229500, 1.408408
230400, 1.497593
231300, 1.503123
232200, 1.583568
233100, 1.471936
234000, 1.607407
234900, 1.613342
235800, 1.699686
236700, 1.579868
237600, 1.772526
238500, 1.779071
239400, 1.874285
240300, 1.742159
241200, 1.899917
242100, 1.906932
243000, 2.008988
243900, 1.867367
244800, 1.945943
245700, 1.953129
246600, 2.057657
247500, 1.912605
248400, 1.693157
249300, 1.699410
250200, 1.790359
251100, 1.664150
252000, 1.287643
252900, 1.292398
253800, 1.361565
254700, 1.265583
255600, 0.699031
256500, 0.701613
257400, 0.739162
258300, 0.687055
259200, 0.102515
260100, 0.102894
261000, 0.108401
261900, 0.100759
262800, 0.100076
263700, 0.100446
264600, 0.105822
265500, 0.098362
266400, 0.093555
267300, 0.093900
268200, 0.098926
269100, 0.091952
270000, 0.097001
270900, 0.097359
271800, 0.102570
272700, 0.095339
273600, 0.089748
274500, 0.090079
275400, 0.094900
276300, 0.088210
277200, 0.089939
278100, 0.090271
279000, 0.095103
279900, 0.088398
280800, 0.195908
281700, 0.196632
282600, 0.207155
283500, 0.192552
284400, 0.805872
285300, 0.808848
286200, 0.852136
287100, 0.792066
288000, 1.493532
288900, 1.499047
289800, 1.579274
290700, 1.467945
291600, 1.745062
292500, 1.751505
293400, 1.845243
294300, 1.715165
295200, 1.805629
296100, 1.812297
297000, 1.909288
297900, 1.774695
298800, 1.941715
299700, 1.948885
300600, 2.053187
301500, 1.908450
302400, 1.697758
303300, 1.704027
304200, 1.795224
305100, 1.668671
306000, 1.517764
306900, 1.523368
307800, 1.604896
308700, 1.491761
309600, 1.343291
310500, 1.348251
311400, 1.420408
312300, 1.320278
313200, 1.466240
314100, 1.471654
315000, 1.550415
315900, 1.441120
316800, 1.532377
317700, 1.538035
318600, 1.620348
319500, 1.506124
320400, 1.644741
321300, 1.650814
322200, 1.739163
323100, 1.616563
324000, 1.813695
324900, 1.820393
325800, 1.917817
326700, 1.782623
327600, 1.944045
328500, 1.951223
329400, 2.055650
330300, 1.910739
331200, 1.991141
332100, 1.998493
333000, 2.105449
333900, 1.957028
334800, 1.732483
335700, 1.738881
336600, 1.831943
337500, 1.702802
338400, 1.317550
339300, 1.322415
340200, 1.393189
341100, 1.294978
342000, 0.715267
342900, 0.717908
343800, 0.756330
344700, 0.703013
345600, 0.131715
346500, 0.132201
347400, 0.139276
348300, 0.129458
349200, 0.128581
350100, 0.129056
351000, 0.135963
351900, 0.126378
352800, 0.120202
353700, 0.120646
354600, 0.127103
355500, 0.118143
356400, 0.124630
357300, 0.125090
358200, 0.131785
359100, 0.122495
360000, 0.115311
360900, 0.115736
361800, 0.121930
362700, 0.113335
363600, 0.115557
364500, 0.115983
365400, 0.122191
366300, 0.113577
367200, 0.251709
368100, 0.252638
369000, 0.266159
369900, 0.247397
370800, 1.035409
371700, 1.039232
372600, 1.094850
373500, 1.017670
374400, 1.918935
375300, 1.926021
376200, 2.029099
377100, 1.886059
378000, 2.242107
378900, 2.250386
379800, 2.370824
380700, 2.203695
381600, 2.319927
382500, 2.328493
383400, 2.453111
384300, 2.280181
385200, 2.494774
386100, 2.503986
387000, 2.637996
387900, 2.452033
388800, 2.181330
389700, 2.189385
390600, 2.306557
391500, 2.143959
392400, 1.950068
393300, 1.957269
394200, 2.062019
395100, 1.916659
396000, 1.725901
396900, 1.732274
397800, 1.824982
398700, 1.696332
399600, 1.883869
400500, 1.890826
401400, 1.992020
402300, 1.851594
403200, 1.968843
404100, 1.976113
405000, 2.081872
405900, 1.935113
406800, 2.113212
407700, 2.121016
408600, 2.234529
409500, 2.077008
