# ENERGY DEMAND GROUP 51
# Apartment block in Eindhoven with an annual energy consumption of 5.68e+10 J.
#
# time [s], power [kW]
0, 0.124318
900, 0.111866
1800, 0.125086
2700, 0.120253
3600, 0.119738
4500, 0.107746
5400, 0.120478
6300, 0.115824
7200, 0.124104
8100, 0.111674
9000, 0.124870
9900, 0.120046
10800, 0.121405
11700, 0.109246
12600, 0.122155
13500, 0.117436
14400, 0.136482
15300, 0.122812
16200, 0.137325
17100, 0.132019
18000, 0.135021
18900, 0.121497
19800, 0.135855
20700, 0.130606
21600, 0.286198
22500, 0.257533
23400, 0.287965
24300, 0.276840
25200, 1.117137
26100, 1.005247
27000, 1.124037
27900, 1.080613
28800, 2.295554
29700, 2.065636
30600, 2.309732
31500, 2.220502
32400, 2.629980
33300, 2.366566
34200, 2.646224
35100, 2.543994
36000, 2.664576
36900, 2.397697
37800, 2.681033
38700, 2.577458
39600, 2.579878
40500, 2.321482
41400, 2.595812
42300, 2.495530
43200, 2.658465
44100, 2.392198
45000, 2.674884
45900, 2.571547
46800, 2.040921
47700, 1.836506
48600, 2.053526
49500, 1.974193
50400, 1.890825
51300, 1.701443
52200, 1.902503
53100, 1.829005
54000, 2.014907
54900, 1.813097
55800, 2.027351
56700, 1.949030
57600, 2.154717
58500, 1.938904
59400, 2.168025
60300, 2.084269
61200, 2.119742
62100, 1.907433
63000, 2.132834
63900, 2.050438
64800, 2.384958
65700, 2.146085
66600, 2.399688
67500, 2.306982
68400, 2.430499
69300, 2.187064
70200, 2.445510
71100, 2.351034
72000, 2.579712
72900, 2.321332
73800, 2.595644
74700, 2.495368
75600, 2.621561
76500, 2.358990
77400, 2.637752
78300, 2.535850
79200, 1.855784
80100, 1.669912
81000, 1.867246
81900, 1.795110
82800, 0.988640
83700, 0.889620
84600, 0.994746
85500, 0.956317
86400, 0.113120
87300, 0.101790
88200, 0.113819
89100, 0.109422
90000, 0.108953
90900, 0.098041
91800, 0.109626
92700, 0.105391
93600, 0.112926
94500, 0.101615
95400, 0.113623
96300, 0.109234
97200, 0.110470
98100, 0.099406
99000, 0.111153
99900, 0.106859
100800, 0.124189
101700, 0.111750
102600, 0.124956
103500, 0.120128
104400, 0.122859
105300, 0.110554
106200, 0.123618
107100, 0.118843
108000, 0.260420
108900, 0.234337
109800, 0.262028
110700, 0.251905
111600, 1.016517
112500, 0.914704
113400, 1.022795
114300, 0.983282
115200, 2.088794
116100, 1.879584
117000, 2.101694
117900, 2.020501
