# ENERGY DEMAND GROUP 15
# Industrial area in the Rotterdam harbor with an annual energy consumption of 2.14e+15 J.
#
# time [s], power [MW]
0, 50.088894
900, 49.860348
1800, 49.947227
2700, 49.777568
3600, 50.620558
4500, 50.389586
5400, 50.477387
6300, 50.305927
7200, 49.322811
8100, 49.097760
9000, 49.183310
9900, 49.016246
10800, 48.285490
11700, 48.065173
12600, 48.148923
13500, 47.985373
14400, 49.403649
15300, 49.178230
16200, 49.263920
17100, 49.096582
18000, 48.991397
18900, 48.767858
19800, 48.852833
20700, 48.686892
21600, 70.378167
22500, 70.057044
23400, 70.179114
24300, 69.940733
25200, 94.495956
26100, 94.064789
27000, 94.228691
27900, 93.908619
28800, 93.944767
29700, 93.516115
30600, 93.679061
31500, 93.360856
32400, 95.815597
33300, 95.378409
34200, 95.544600
35100, 95.220058
36000, 95.431620
36900, 94.996184
37800, 95.161708
38700, 94.838467
39600, 96.896592
40500, 96.454471
41400, 96.622537
42300, 96.294334
43200, 94.686782
44100, 94.254744
45000, 94.418977
45900, 94.098259
46800, 93.590996
47700, 93.163958
48600, 93.326291
49500, 93.009284
50400, 89.953551
51300, 89.543110
52200, 89.699133
53100, 89.394447
54000, 93.254496
54900, 92.828993
55800, 92.990742
56700, 92.674875
57600, 91.085305
58500, 90.669700
59400, 90.827686
60300, 90.519166
61200, 92.262748
62100, 91.841771
63000, 92.001799
63900, 91.689291
64800, 88.874088
65700, 88.468573
66600, 88.622724
67500, 88.321694
68400, 82.483906
69300, 82.107547
70200, 82.250615
71100, 81.971229
72000, 76.155030
72900, 75.807549
73800, 75.939639
74700, 75.681690
75600, 66.458136
76500, 66.154900
77400, 66.270171
78300, 66.045067
79200, 55.807320
80100, 55.552682
81000, 55.649479
81900, 55.460451
82800, 48.868954
83700, 48.645975
84600, 48.730737
85500, 48.565211
86400, 48.777304
87300, 48.554742
88200, 48.639346
89100, 48.474130
90000, 49.295046
90900, 49.070122
91800, 49.155623
92700, 48.988654
93600, 48.031280
94500, 47.812123
95400, 47.895432
96300, 47.732743
97200, 47.021122
98100, 46.806574
99000, 46.888131
99900, 46.728864
100800, 48.110002
101700, 47.890485
102600, 47.973931
103500, 47.810975
104400, 47.708544
105300, 47.490859
106200, 47.573609
107100, 47.412013
108000, 68.535296
108900, 68.222583
109800, 68.341456
110700, 68.109317
111600, 92.021555
112500, 91.601678
113400, 91.761288
114300, 91.449598
115200, 91.484799
116100, 91.067372
117000, 91.226051
117900, 90.916178
118800, 93.306641
119700, 92.880901
120600, 93.042740
121500, 92.726696
122400, 92.932718
123300, 92.508684
124200, 92.669874
125100, 92.355097
126000, 94.359330
126900, 93.928786
127800, 94.092451
128700, 93.772842
129600, 92.207384
130500, 91.786659
131400, 91.946592
132300, 91.634272
133200, 91.140292
134100, 90.724436
135000, 90.882518
135900, 90.573812
136800, 87.598094
137700, 87.198400
138600, 87.350338
139500, 87.053630
140400, 90.812602
141300, 90.398242
142200, 90.555755
143100, 90.248159
144000, 88.700212
144900, 88.295490
145800, 88.449339
146700, 88.148898
147600, 89.846824
148500, 89.436870
149400, 89.592708
150300, 89.288384
151200, 86.546897
152100, 86.152000
153000, 86.302115
153900, 86.008967
154800, 80.324043
155700, 79.957540
156600, 80.096861
157500, 79.824792
158400, 74.160890
159300, 73.822508
160200, 73.951139
161100, 73.699945
162000, 64.717913
162900, 64.422617
163800, 64.534869
164700, 64.315660
165600, 54.345991
166500, 54.098020
167400, 54.192283
168300, 54.008205
169200, 47.589308
170100, 47.372167
171000, 47.454710
171900, 47.293518
172800, 49.397995
173700, 49.172601
174600, 49.258281
175500, 49.090963
176400, 49.922325
177300, 49.694539
178200, 49.781129
179100, 49.612034
180000, 48.642478
180900, 48.420532
181800, 48.504902
182700, 48.340142
183600, 47.619466
184500, 47.402187
185400, 47.484782
186300, 47.323488
187200, 48.722201
188100, 48.499891
189000, 48.584399
189900, 48.419370
190800, 48.315635
191700, 48.095180
192600, 48.178983
193500, 48.015331
194400, 69.407408
195300, 69.090715
196200, 69.211101
197100, 68.976008
198000, 93.192529
198900, 92.767309
199800, 92.928951
200700, 92.613294
201600, 92.648943
202500, 92.226204
203400, 92.386902
204300, 92.073086
205200, 94.493968
206100, 94.062810
207000, 94.226708
207900, 93.906643
208800, 94.115287
209700, 93.685857
210600, 93.849098
211500, 93.530316
212400, 95.560052
213300, 95.124029
214200, 95.289777
215100, 94.966101
216000, 93.380723
216900, 92.954644
217800, 93.116612
218700, 92.800318
219600, 92.300052
220500, 91.878904
221400, 92.038998
222300, 91.726363
223200, 88.712779
224100, 88.308000
225000, 88.461871
225900, 88.161387
226800, 91.968193
227700, 91.548559
228600, 91.708077
229500, 91.396567
230400, 89.828922
231300, 89.419050
232200, 89.574857
233100, 89.270593
234000, 90.990125
234900, 90.574954
235800, 90.732775
236700, 90.424578
237600, 87.648206
238500, 87.248284
239400, 87.400309
240300, 87.103431
241200, 81.346167
242100, 80.975000
243000, 81.116093
243900, 80.840562
244800, 75.104588
245700, 74.761900
246600, 74.892168
247500, 74.637777
248400, 65.541448
249300, 65.242395
250200, 65.356075
251100, 65.134077
252000, 55.037543
252900, 54.786418
253800, 54.881879
254700, 54.695459
255600, 48.194882
256500, 47.974978
257400, 48.058571
258300, 47.895328
259200, 50.012420
260100, 49.784222
261000, 49.870968
261900, 49.701569
262800, 50.543272
263700, 50.312652
264600, 50.400319
265500, 50.229121
266400, 49.247506
267300, 49.022799
268200, 49.108218
269100, 48.941409
270000, 48.211769
270900, 47.991788
271800, 48.075410
272700, 47.912110
273600, 49.328221
274500, 49.103145
275400, 49.188704
276300, 49.021622
277200, 48.916598
278100, 48.693400
279000, 48.778246
279900, 48.612558
280800, 70.270715
281700, 69.950083
282600, 70.071966
283500, 69.833949
284400, 94.351682
285300, 93.921173
286200, 94.084825
287100, 93.765241
288000, 93.801335
288900, 93.373337
289800, 93.536034
290700, 93.218315
291600, 95.669308
292500, 95.232787
293400, 95.398724
294300, 95.074678
295200, 95.285917
296100, 94.851145
297000, 95.016418
297900, 94.693670
298800, 96.748652
299700, 96.307206
300600, 96.475016
301500, 96.147314
302400, 94.542216
303300, 94.110838
304200, 94.274820
305100, 93.954592
306000, 93.448104
306900, 93.021718
307800, 93.183802
308700, 92.867279
309600, 89.816212
310500, 89.406397
311400, 89.562182
312300, 89.257961
313200, 93.112117
314100, 92.687264
315000, 92.848765
315900, 92.533381
316800, 90.946237
317700, 90.531267
318600, 90.689012
319500, 90.380963
320400, 92.121883
321300, 91.701548
322200, 91.861333
323100, 91.549302
324000, 88.738397
324900, 88.333501
325800, 88.487416
326700, 88.186846
327600, 82.357971
328500, 81.982187
329400, 82.125036
330300, 81.846077
331200, 76.038758
332100, 75.691807
333000, 75.823696
333900, 75.566141
334800, 66.356669
335700, 66.053896
336600, 66.168991
337500, 65.944231
338400, 55.722114
339300, 55.467865
340200, 55.564514
341100, 55.375775
342000, 48.794342
342900, 48.571703
343800, 48.656336
344700, 48.491062
345600, 48.253782
346500, 48.033609
347400, 48.117305
348300, 47.953862
349200, 48.765967
350100, 48.543457
351000, 48.628041
351900, 48.462863
352800, 47.515766
353700, 47.298960
354600, 47.381376
355500, 47.220433
356400, 46.516449
357300, 46.304203
358200, 46.384886
359100, 46.227327
360000, 47.593642
360900, 47.376481
361800, 47.459032
362700, 47.297825
363600, 47.196493
364500, 46.981145
365400, 47.063006
366300, 46.903145
367200, 67.799714
368100, 67.490357
369000, 67.607954
369900, 67.378307
370800, 91.033897
371700, 90.618527
372600, 90.776424
373500, 90.468078
374400, 90.502902
375300, 90.089955
376200, 90.246931
377100, 89.940384
378000, 92.305191
378900, 91.884019
379800, 92.044122
380700, 91.731470
381600, 91.935281
382500, 91.515798
383400, 91.675258
384300, 91.363860
385200, 93.346581
386100, 92.920658
387000, 93.082566
387900, 92.766387
388800, 91.217732
389700, 90.801523
390600, 90.959739
391500, 90.650771
392400, 90.162093
393300, 89.750700
394200, 89.907085
395100, 89.601692
396000, 86.657912
396900, 86.262509
397800, 86.412816
398700, 86.119292
399600, 89.837920
400500, 89.428007
401400, 89.583829
402300, 89.279535
403200, 87.748202
404100, 87.347824
405000, 87.500022
405900, 87.202805
406800, 88.882507
407700, 88.476953
408600, 88.631119
409500, 88.330060
410400, 85.617998
411300, 85.227340
412200, 85.375843
413100, 85.085842
414000, 79.461934
414900, 79.099364
415800, 79.237190
416700, 78.968040
417600, 73.364929
418500, 73.030179
419400, 73.157429
420300, 72.908931
421200, 64.023302
422100, 63.731176
423000, 63.842223
423900, 63.625367
424800, 53.762701
425700, 53.517392
426600, 53.610643
427500, 53.428540
428400, 47.078537
429300, 46.863726
430200, 46.945384
431100, 46.785922
432000, 40.803821
432900, 40.617641
433800, 40.688415
434700, 40.550206
435600, 41.236930
436500, 41.048773
437400, 41.120298
438300, 40.980623
439200, 40.179748
440100, 39.996416
441000, 40.066107
441900, 39.930012
442800, 39.334718
443700, 39.155241
444600, 39.223466
445500, 39.090234
446400, 40.245601
447300, 40.061968
448200, 40.131774
449100, 39.995456
450000, 39.909769
450900, 39.727668
451800, 39.796891
452700, 39.661711
453600, 57.332033
454500, 57.070438
455400, 57.169879
456300, 56.975687
457200, 76.979062
458100, 76.627821
459000, 76.761341
459900, 76.500601
460800, 76.530048
461700, 76.180856
462600, 76.313597
463500, 76.054378
464400, 78.054079
465300, 77.697933
466200, 77.833317
467100, 77.568936
468000, 77.741280
468900, 77.386562
469800, 77.521403
470700, 77.258081
471600, 78.934688
472500, 78.574524
473400, 78.711435
474300, 78.444071
475200, 77.134515
476100, 76.782564
477000, 76.916353
477900, 76.655087
478800, 76.241857
479700, 75.893979
480600, 76.026220
481500, 75.767977
482400, 73.278691
483300, 72.944334
484200, 73.071435
485100, 72.823229
486000, 75.967734
486900, 75.621107
487800, 75.752872
488700, 75.495558
489600, 74.200650
490500, 73.862086
491400, 73.990786
492300, 73.739457
493200, 75.159828
494100, 74.816888
495000, 74.947252
495900, 74.692674
496800, 72.399331
497700, 72.068986
498600, 72.194562
499500, 71.949335
500400, 67.193709
501300, 66.887116
502200, 67.003663
503100, 66.776068
504000, 62.038028
504900, 61.754960
505800, 61.862564
506700, 61.652432
507600, 54.138666
508500, 53.891641
509400, 53.985544
510300, 53.802168
511200, 45.462212
512100, 45.254776
513000, 45.333630
513900, 45.179642
514800, 39.810024
515700, 39.628378
516600, 39.697428
517500, 39.562586
518400, 34.747128
519300, 34.588583
520200, 34.648852
521100, 34.531158
522000, 35.115948
522900, 34.955721
523800, 35.016629
524700, 34.897686
525600, 34.215689
526500, 34.059569
527400, 34.118916
528300, 34.003022
529200, 33.496090
530100, 33.343253
531000, 33.401352
531900, 33.287896
532800, 34.271767
533700, 34.115391
534600, 34.174835
535500, 34.058752
536400, 33.985784
537300, 33.830713
538200, 33.889661
539100, 33.774546
540000, 48.821983
540900, 48.599218
541800, 48.683899
542700, 48.518532
543600, 65.552716
544500, 65.253612
545400, 65.367312
546300, 65.145275
547200, 65.170352
548100, 64.872992
549000, 64.986029
549900, 64.765287
550800, 66.468164
551700, 66.164882
552600, 66.280170
553500, 66.055032
554400, 66.201795
555300, 65.899729
556200, 66.014555
557100, 65.790319
558000, 67.218059
558900, 66.911356
559800, 67.027945
560700, 66.800267
561600, 65.685094
562500, 65.385385
563400, 65.499315
564300, 65.276830
565200, 64.924937
566100, 64.628697
567000, 64.741309
567900, 64.521398
568800, 62.401608
569700, 62.116881
570600, 62.225116
571500, 62.013752
572400, 64.691504
573300, 64.396329
574200, 64.508535
575100, 64.289415
576000, 63.186716
576900, 62.898407
577800, 63.008003
578700, 62.793980
579600, 64.003519
580500, 63.711483
581400, 63.822497
582300, 63.605707
583200, 61.652775
584100, 61.371465
585000, 61.478401
585900, 61.269573
586800, 57.219846
587700, 56.958763
588600, 57.058010
589500, 56.864198
590400, 52.829446
591300, 52.588396
592200, 52.680028
593100, 52.501086
594000, 46.102622
