# ENERGY DEMAND GROUP 14
# Office buildings in Amsterdam with an annual energy consumption of 2.52e+13 J.
#
# time [s], power [MW]
0, 0.124529
900, 0.123204
1800, 0.123241
2700, 0.123734
3600, 0.134957
4500, 0.133522
5400, 0.133561
6300, 0.134095
7200, 0.146534
8100, 0.144976
9000, 0.145019
9900, 0.145599
10800, 0.146041
11700, 0.144488
12600, 0.144530
13500, 0.145108
14400, 0.149550
15300, 0.147959
16200, 0.148003
17100, 0.148595
18000, 0.298494
18900, 0.295320
19800, 0.295407
20700, 0.296589
21600, 0.877520
22500, 0.868187
23400, 0.868445
24300, 0.871918
25200, 1.386677
26100, 1.371929
27000, 1.372336
27900, 1.377825
28800, 2.527621
29700, 2.500739
30600, 2.501480
31500, 2.511486
32400, 2.506482
33300, 2.479824
34200, 2.480559
35100, 2.490482
36000, 2.558112
36900, 2.530905
37800, 2.531655
38700, 2.541782
39600, 2.334760
40500, 2.309929
41400, 2.310614
42300, 2.319856
43200, 2.612507
44100, 2.584722
45000, 2.585488
45900, 2.595830
46800, 2.496790
47700, 2.470235
48600, 2.470968
49500, 2.480852
50400, 2.573276
51300, 2.545908
52200, 2.546663
53100, 2.556849
54000, 2.611918
54900, 2.584139
55800, 2.584905
56700, 2.595245
57600, 2.531133
58500, 2.504213
59400, 2.504955
60300, 2.514975
61200, 2.927640
62100, 2.896503
63000, 2.897362
63900, 2.908951
64800, 2.738554
65700, 2.709428
66600, 2.710231
67500, 2.721072
68400, 2.512093
69300, 2.485376
70200, 2.486113
71100, 2.496057
72000, 1.502407
72900, 1.486429
73800, 1.486869
74700, 1.492817
75600, 0.417207
76500, 0.412770
77400, 0.412892
78300, 0.414544
79200, 0.135759
80100, 0.134315
81000, 0.134355
81900, 0.134892
82800, 0.134832
83700, 0.133398
84600, 0.133437
85500, 0.133971
86400, 0.134254
87300, 0.132826
88200, 0.132865
89100, 0.133397
90000, 0.145496
90900, 0.143949
91800, 0.143992
92700, 0.144568
93600, 0.157978
94500, 0.156298
95400, 0.156344
96300, 0.156970
97200, 0.157446
98100, 0.155771
99000, 0.155818
99900, 0.156441
100800, 0.161229
101700, 0.159514
102600, 0.159561
103500, 0.160200
104400, 0.321806
105300, 0.318383
106200, 0.318477
107100, 0.319751
108000, 0.946051
108900, 0.935989
109800, 0.936266
110700, 0.940011
111600, 1.494971
112500, 1.479071
113400, 1.479510
114300, 1.485428
115200, 2.725017
116100, 2.696035
117000, 2.696835
117900, 2.707622
118800, 2.702227
119700, 2.673488
120600, 2.674280
121500, 2.684977
122400, 2.757889
123300, 2.728557
124200, 2.729366
125100, 2.740284
126000, 2.517095
126900, 2.490324
127800, 2.491063
128700, 2.501027
129600, 2.816533
130500, 2.786577
131400, 2.787403
132300, 2.798553
133200, 2.691778
134100, 2.663150
135000, 2.663940
135900, 2.674595
136800, 2.774238
137700, 2.744732
138600, 2.745546
139500, 2.756528
140400, 2.815897
141300, 2.785949
142200, 2.786775
143100, 2.797922
144000, 2.728803
144900, 2.699781
145800, 2.700581
146700, 2.711384
147600, 3.156276
