# ENERGY DEMAND GROUP 46
# Office building in Berlin with an annual energy consumption of 8.51e+11 J.
#
# time [s], power [kW]
0, 4.044385
900, 3.936934
1800, 3.983462
2700, 3.795677
3600, 3.892050
4500, 3.788646
5400, 3.833421
6300, 3.652710
7200, 3.515330
8100, 3.421935
9000, 3.462377
9900, 3.299157
10800, 3.804305
11700, 3.703232
12600, 3.746998
13500, 3.570361
14400, 4.157654
15300, 4.047193
16200, 4.095024
17100, 3.901981
18000, 10.289859
18900, 10.016477
19800, 10.134856
20700, 9.657088
21600, 28.946065
22500, 28.177025
23400, 28.510032
24300, 27.166039
25200, 46.294211
26100, 45.064266
27000, 45.596852
27900, 43.447370
28800, 78.290551
29700, 76.210525
30600, 77.111211
31500, 73.476109
32400, 80.533179
33300, 78.393571
34200, 79.320056
35100, 75.580828
36000, 75.530872
36900, 73.524166
37800, 74.393103
38700, 70.886135
39600, 71.288117
40500, 69.394133
41400, 70.214259
42300, 66.904287
43200, 74.777509
44100, 72.790818
45000, 73.651088
45900, 70.179100
46800, 80.604331
47700, 78.462832
48600, 79.390136
49500, 75.647604
50400, 86.303281
51300, 84.010373
52200, 85.003240
53100, 80.996100
54000, 83.993840
54900, 81.762289
55800, 82.728587
56700, 78.828676
57600, 87.256088
58500, 84.937866
59400, 85.941694
60300, 81.890315
61200, 86.092301
62100, 83.804998
63000, 84.795438
63900, 80.798094
64800, 85.608853
65700, 83.334395
66600, 84.319272
67500, 80.344375
68400, 82.142977
69300, 79.960600
70200, 80.905605
71100, 77.091632
72000, 44.307935
72900, 43.130760
73800, 43.640496
74700, 41.583238
75600, 12.987362
76500, 12.642314
77400, 12.791726
78300, 12.188710
79200, 4.246260
80100, 4.133445
81000, 4.182295
81900, 3.985138
82800, 4.731347
83700, 4.605645
84600, 4.660076
85500, 4.440395
86400, 4.292838
87300, 4.178785
88200, 4.228172
89100, 4.028851
90000, 4.131144
90900, 4.021388
91800, 4.068914
92700, 3.877101
93600, 3.731282
94500, 3.632150
95400, 3.675076
96300, 3.501829
97200, 4.038009
98100, 3.930727
99000, 3.977182
99900, 3.789693
100800, 4.413065
101700, 4.295818
102600, 4.346588
103500, 4.141685
104400, 10.921980
105300, 10.631804
106200, 10.757455
107100, 10.250338
108000, 30.724265
108900, 29.907982
109800, 30.261445
110700, 28.834890
111600, 49.138134
112500, 47.832631
113400, 48.397935
114300, 46.116407
115200, 83.100057
116100, 80.892252
117000, 81.848267
117900, 77.989856
118800, 85.480453
119700, 83.209405
120600, 84.192806
121500, 80.223871
122400, 80.170847
123300, 78.040865
124200, 78.963182
125100, 75.240777
126000, 75.667453
126900, 73.657118
127800, 74.527626
128700, 71.014317
129600, 79.371203
130500, 77.262467
131400, 78.175584
132300, 74.490307
133200, 85.555975
134100, 83.282921
135000, 84.267191
135900, 80.294749
136800, 91.605020
137700, 89.171256
138600, 90.225116
139500, 85.971811
140400, 89.153707
141300, 86.785068
142200, 87.810728
143100, 83.671240
144000, 92.616360
144900, 90.155726
145800, 91.221221
146700, 86.920959
147600, 91.381080
148500, 88.953264
149400, 90.004548
150300, 85.761641
151200, 90.867933
152100, 88.453751
153000, 89.499131
153900, 85.280050
154800, 87.189143
155700, 84.872699
156600, 85.875757
157500, 81.827486
158400, 47.029838
159300, 45.780348
160200, 46.321397
161100, 44.137759
162000, 13.785196
162900, 13.418950
163800, 13.577540
164700, 12.937481
165600, 4.507114
166500, 4.387369
167400, 4.439220
168300, 4.229951
169200, 5.022001
170100, 4.888576
171000, 4.946351
171900, 4.713175
172800, 3.999883
173700, 3.893614
174600, 3.939631
175500, 3.753912
176400, 3.849224
177300, 3.746958
178200, 3.791241
179100, 3.612518
180000, 3.476650
180900, 3.384282
181800, 3.424279
182700, 3.262855
183600, 3.762445
184500, 3.662484
185400, 3.705769
186300, 3.531075
187200, 4.111906
188100, 4.002661
189000, 4.049966
189900, 3.859046
190800, 10.176636
191700, 9.906263
192600, 10.023339
193500, 9.550828
194400, 28.627562
195300, 27.866984
196200, 28.196327
197100, 26.867123
198000, 45.784822
198900, 44.568410
199800, 45.095136
200700, 42.969305
201600, 77.429096
202500, 75.371958
203400, 76.262732
204300, 72.667629
205200, 79.647048
206100, 77.530983
207000, 78.447274
207900, 74.749189
208800, 74.699783
209700, 72.715157
210600, 73.574533
211500, 70.106154
212400, 70.503712
213300, 68.630568
214200, 69.441670
215100, 66.168118
216000, 73.954709
216900, 71.989879
217800, 72.840683
218700, 69.406898
219600, 79.717417
220500, 77.599482
221400, 78.516582
222300, 74.815230
223200, 85.353660
224100, 83.085981
225000, 84.067923
225900, 80.104875
226800, 83.069630
227700, 80.862633
228600, 81.818299
229500, 77.961300
230400, 86.295983
231300, 84.003269
232200, 84.996052
233100, 80.989251
234000, 85.145001
234900, 82.882866
235800, 83.862408
236700, 79.909048
237600, 84.666873
238500, 82.417441
239400, 83.391482
240300, 79.460322
241200, 81.239133
242100, 79.080769
243000, 80.015376
243900, 76.243369
244800, 43.820401
245700, 42.656180
246600, 43.160307
247500, 41.125685
248400, 12.844459
249300, 12.503207
250200, 12.650974
251100, 12.054594
252000, 4.199537
252900, 4.087963
253800, 4.136276
254700, 3.941288
255600, 4.679287
256500, 4.554967
257400, 4.608800
258300, 4.391536
259200, 3.636932
260100, 3.540306
261000, 3.582146
261900, 3.413280
262800, 3.499944
263700, 3.406957
264600, 3.447222
265500, 3.284716
266400, 3.161177
267300, 3.077191
268200, 3.113558
269100, 2.966782
270000, 3.421039
270900, 3.330148
271800, 3.369505
272700, 3.210663
273600, 3.738790
274500, 3.639457
275400, 3.682470
276300, 3.508874
277200, 9.253203
278100, 9.007364
279000, 9.113816
279900, 8.684181
280800, 26.029883
281700, 25.338320
282600, 25.637778
283500, 24.429187
284400, 41.630284
285300, 40.524250
286200, 41.003181
287100, 39.070249
288000, 70.403141
288900, 68.532668
289800, 69.342613
290700, 66.073731
291600, 72.419834
292500, 70.495782
293400, 71.328928
294300, 67.966409
295200, 67.921487
296100, 66.116947
297000, 66.898342
297900, 63.744686
298800, 64.106170
299700, 62.402995
300600, 63.140498
301500, 60.163990
302400, 67.244022
303300, 65.457481
304200, 66.231082
305100, 63.108881
306000, 72.483818
306900, 70.558066
307800, 71.391948
308700, 68.026458
309600, 77.608625
310500, 75.546717
311400, 76.439557
312300, 72.836118
313200, 75.531850
314100, 73.525117
315000, 74.394065
315900, 70.887053
316800, 78.465442
317700, 76.380770
318600, 77.283467
319500, 73.640245
320400, 77.418901
321300, 75.362033
322200, 76.252690
323100, 72.658060
324000, 76.984158
324900, 74.938841
325800, 75.824496
326700, 72.250052
327600, 73.867453
328500, 71.904940
329400, 72.754740
330300, 69.325007
331200, 39.844116
332100, 38.785536
333000, 39.243918
333900, 37.393920
334800, 11.678946
335700, 11.368659
336600, 11.503018
337500, 10.960754
338400, 3.818469
339300, 3.717019
340200, 3.760949
341100, 3.583654
342000, 4.254686
342900, 4.141647
343800, 4.190595
344700, 3.993046
345600, 3.307905
346500, 3.220021
347400, 3.258076
