# ENERGY DEMAND GROUP 16
# Office building in Berlin with an annual energy consumption of 8.51e+11 J.
#
# time [s], power [kW]
0, 2.928251
900, 2.937941
1800, 3.075418
2700, 3.229392
3600, 3.300826
4500, 3.311748
5400, 3.466717
6300, 3.640282
7200, 3.314706
8100, 3.325673
9000, 3.481294
9900, 3.655589
10800, 3.437117
11700, 3.448490
12600, 3.609857
13500, 3.790589
14400, 3.442746
15300, 3.454137
16200, 3.615769
17100, 3.796796
18000, 6.610693
18900, 6.632567
19800, 6.942929
20700, 7.290535
21600, 20.980404
22500, 21.049824
23400, 22.034824
24300, 23.138021
25200, 32.834161
26100, 32.942803
27000, 34.484320
27900, 36.210814
28800, 63.728632
29700, 63.939499
30600, 66.931466
31500, 70.282462
32400, 60.307476
33300, 60.507023
34200, 63.338372
35100, 66.509475
36000, 62.928181
36900, 63.136400
37800, 66.090787
38700, 69.399693
39600, 63.819648
40500, 64.030815
41400, 67.027056
42300, 70.382837
43200, 54.972781
44100, 55.154676
45000, 57.735568
45900, 60.626161
46800, 55.636475
47700, 55.820566
48600, 58.432619
49500, 61.358110
50400, 60.041921
51300, 60.240589
52200, 63.059471
53100, 66.216611
54000, 53.329518
54900, 53.505976
55800, 56.009720
56700, 58.813907
57600, 57.587311
58500, 57.777857
59400, 60.481498
60300, 63.509569
61200, 57.103496
62100, 57.292441
63000, 59.973368
63900, 62.975999
64800, 53.976755
65700, 54.155354
66600, 56.689485
67500, 59.527704
68400, 49.346296
69300, 49.509574
70200, 51.826311
71100, 54.421051
72000, 28.269639
72900, 28.363178
73800, 29.690396
74700, 31.176878
75600, 8.396548
76500, 8.424330
77400, 8.818536
78300, 9.260046
79200, 2.674351
80100, 2.683200
81000, 2.808757
81900, 2.949381
82800, 2.583424
83700, 2.591972
84600, 2.713260
85500, 2.849102
86400, 3.117259
87300, 3.127573
88200, 3.273924
89100, 3.437837
90000, 3.513882
90900, 3.525509
91800, 3.690481
92700, 3.875249
93600, 3.528657
94500, 3.540333
95400, 3.705998
96300, 3.891543
97200, 3.658970
98100, 3.671077
99000, 3.842860
99900, 4.035257
100800, 3.664962
101700, 3.677088
102600, 3.849153
103500, 4.041865
104400, 7.037389
105300, 7.060674
106200, 7.391069
107100, 7.761111
108000, 22.334609
108900, 22.408510
109800, 23.457088
110700, 24.631492
111600, 34.953481
112500, 35.069136
113400, 36.710152
114300, 38.548085
115200, 67.842074
116100, 68.066551
117000, 71.251639
117900, 74.818928
118800, 64.200095
119700, 64.412522
120600, 67.426624
121500, 70.802410
122400, 66.989957
123300, 67.211615
124200, 70.356697
125100, 73.879180
126000, 67.938964
126900, 68.163762
127800, 71.353398
128700, 74.925782
129600, 58.521065
130500, 58.714701
131400, 61.462180
132300, 64.539350
133200, 59.227599
134100, 59.423572
135000, 62.204222
135900, 65.318543
136800, 63.917400
137700, 64.128891
138600, 67.129721
139500, 70.490642
140400, 56.771737
141300, 56.959584
142200, 59.624935
143100, 62.610121
144000, 61.304353
144900, 61.507198
145800, 64.385349
146700, 67.608871
147600, 60.789310
148500, 60.990451
149400, 63.844422
150300, 67.040861
151200, 57.460749
152100, 57.650877
153000, 60.348576
153900, 63.369992
154800, 52.531412
155700, 52.705229
156600, 55.171503
157500, 57.933723
158400, 30.094336
159300, 30.193913
160200, 31.606799
161100, 33.189227
162000, 8.938513
162900, 8.968089
163800, 9.387739
164700, 9.857746
165600, 2.846971
166500, 2.856391
167400, 2.990052
168300, 3.139752
169200, 2.750174
170100, 2.759274
171000, 2.888390
171900, 3.033001
172800, 3.214688
173700, 3.225325
174600, 3.376250
175500, 3.545285
176400, 3.623707
177300, 3.635698
178200, 3.805825
179100, 3.996368
180000, 3.638944
180900, 3.650985
181800, 3.821828
182700, 4.013172
183600, 3.773329
184500, 3.785815
185400, 3.962967
186300, 4.161377
187200, 3.779509
188100, 3.792014
189000, 3.969457
189900, 4.168192
190800, 7.257340
191700, 7.281353
192600, 7.622074
193500, 8.003682
194400, 23.032669
195300, 23.108880
196200, 24.190231
197100, 25.401341
198000, 36.045940
198900, 36.165209
199800, 37.857514
200700, 39.752891
201600, 69.962453
202500, 70.193946
203400, 73.478582
204300, 77.157366
205200, 66.206645
206100, 66.425711
207000, 69.534018
207900, 73.015313
208800, 69.083703
209700, 69.312289
210600, 72.555669
211500, 76.188246
212400, 70.062371
213300, 70.294195
214200, 73.583522
215100, 77.267560
216000, 60.350119
216900, 60.549807
217800, 63.383158
218700, 66.556504
219600, 61.078735
220500, 61.280834
221400, 64.148393
222300, 67.360051
223200, 65.915115
224100, 66.133216
225000, 69.227835
225900, 72.693801
226800, 58.546116
227700, 58.739835
228600, 61.488491
229500, 64.566978
230400, 63.220398
231300, 63.429583
232200, 66.397690
233100, 69.721961
234000, 62.689258
234900, 62.896685
235800, 65.839856
236700, 69.136198
237600, 59.256664
238500, 59.452734
239400, 62.234749
240300, 65.350598
241200, 54.173262
242100, 54.352511
243000, 56.895868
243900, 59.744420
244800, 31.034924
245700, 31.137613
246600, 32.594658
247500, 34.226544
248400, 9.217883
249300, 9.248383
250200, 9.681149
251100, 10.165847
252000, 2.935952
252900, 2.945666
253800, 3.083505
254700, 3.237884
255600, 2.836129
256500, 2.845514
257400, 2.978666
258300, 3.127796
259200, 3.343947
260100, 3.355011
261000, 3.512005
261900, 3.687837
262800, 3.769412
263700, 3.781885
264600, 3.958853
265500, 4.157058
266400, 3.785262
267300, 3.797787
268200, 3.975499
269100, 4.174537
270000, 3.925051
270900, 3.938038
271800, 4.122313
272700, 4.328701
273600, 3.931478
274500, 3.944487
275400, 4.129064
276300, 4.335790
277200, 7.549149
278100, 7.574128
279000, 7.928549
279900, 8.325501
280800, 23.958786
281700, 24.038062
282600, 25.162892
283500, 26.422699
284400, 37.495306
285300, 37.619371
286200, 39.379721
287100, 41.351309
288000, 72.775563
288900, 73.016364
289800, 76.433072
290700, 80.259776
291600, 68.868739
292500, 69.096613
293400, 72.329901
294300, 75.951175
295200, 71.861480
296100, 72.099257
297000, 75.473050
297900, 79.251689
298800, 72.879499
299700, 73.120644
300600, 76.542231
301500, 80.374400
302400, 62.776729
303300, 62.984446
304200, 65.931722
305100, 69.232665
306000, 63.534642
306900, 63.744866
307800, 66.727726
308700, 70.068521
309600, 68.565486
310500, 68.792357
311400, 72.011407
312300, 75.616736
313200, 60.900189
314100, 61.101696
315000, 63.960872
315900, 67.163142
316800, 65.762418
317700, 65.980014
318600, 69.067465
319500, 72.525401
320400, 65.209921
321300, 65.425689
322200, 68.487201
323100, 71.916086
324000, 61.639307
324900, 61.843260
325800, 64.737137
326700, 67.978271
327600, 56.351507
328500, 56.537964
329400, 59.183586
330300, 62.146675
331200, 32.282803
332100, 32.389621
333000, 33.905252
333900, 35.602754
334800, 9.588523
335700, 9.620250
336600, 10.070417
337500, 10.574604
338400, 3.054003
339300, 3.064108
340200, 3.207489
341100, 3.368075
342000, 2.950167
342900, 2.959928
343800, 3.098435
344700, 3.253561
345600, 2.752547
346500, 2.761655
347400, 2.890883
348300, 3.035618
349200, 3.102767
350100, 3.113033
351000, 3.258704
351900, 3.421854
352800, 3.115813
353700, 3.126123
354600, 3.272406
355500, 3.436242
356400, 3.230879
357300, 3.241570
358200, 3.393255
359100, 3.563142
360000, 3.236170
360900, 3.246878
361800, 3.398812
362700, 3.568977
363600, 6.214031
364500, 6.234593
365400, 6.526332
366300, 6.853080
367200, 19.721515
368100, 19.786770
369000, 20.712667
369900, 21.749668
370800, 30.864010
371700, 30.966134
372600, 32.415154
373500, 34.038054
374400, 59.904718
375300, 60.102932
376200, 62.915372
377100, 66.065298
378000, 56.688842
378900, 56.876415
379800, 59.537875
380700, 62.518702
381600, 59.152297
382500, 59.348021
383400, 62.125136
384300, 65.235498
385200, 59.990272
386100, 60.188769
387000, 63.005226
387900, 66.159650
388800, 51.674245
389700, 51.845225
390600, 54.271257
391500, 56.988405
392400, 52.298115
393300, 52.471161
394200, 54.926482
395100, 57.676435
396000, 56.439221
396900, 56.625969
397800, 59.275709
398700, 62.243410
399600, 50.129583
400500, 50.295453
401400, 52.648965
402300, 55.284891
403200, 54.131895
404100, 54.311008
405000, 56.852422
405900, 59.698799
406800, 53.677111
407700, 53.854719
408600, 56.374782
409500, 59.197245
410400, 50.737983
411300, 50.905866
412200, 53.287941
413100, 55.955859
414000, 46.385366
414900, 46.538847
415800, 48.716573
416700, 51.155620
417600, 26.573373
418500, 26.661300
419400, 27.908881
420300, 29.306169
421200, 7.892729
422100, 7.918845
423000, 8.289397
423900, 8.704414
424800, 2.513882
425700, 2.522200
426600, 2.640223
427500, 2.772409
428400, 2.428410
429300, 2.436445
430200, 2.550456
431100, 2.678147
432000, 2.082087
432900, 2.088977
433800, 2.186728
434700, 2.296208
435600, 2.347001
436500, 2.354767
437400, 2.464955
438300, 2.588366
439200, 2.356869
440100, 2.364668
441000, 2.475319
441900, 2.599249
442800, 2.443908
443700, 2.451994
444600, 2.566732
445500, 2.695239
446400, 2.447910
447300, 2.456010
448200, 2.570936
449100, 2.699652
450000, 4.700430
450900, 4.715983
451800, 4.936661
452700, 5.183820
453600, 14.917787
454500, 14.967147
455400, 15.667516
456300, 16.451927
457200, 23.346215
458100, 23.423464
459000, 24.519535
459900, 25.747132
460800, 45.313245
461700, 45.463178
462600, 47.590570
463500, 49.973243
464400, 42.880685
465300, 43.022570
466200, 45.035756
467100, 47.290520
468000, 44.744097
468900, 44.892147
469800, 46.992818
470700, 49.345564
471600, 45.377960
472500, 45.528107
473400, 47.658537
474300, 50.044613
475200, 39.087534
476100, 39.216867
477000, 41.051971
477900, 43.107282
478800, 39.559443
479700, 39.690339
480600, 41.547597
481500, 43.627722
482400, 42.691867
483300, 42.833127
484200, 44.837448
485100, 47.082283
486000, 37.919118
486900, 38.044586
487800, 39.824833
488700, 41.818706
489600, 40.946554
490500, 41.082039
491400, 43.004421
492300, 45.157483
493200, 40.602546
494100, 40.736892
495000, 42.643123
495900, 44.778097
496800, 38.379325
497700, 38.506315
498600, 40.308169
499500, 42.326241
500400, 35.086910
501300, 35.203006
502200, 36.850286
503100, 38.695235
504000, 20.100683
504900, 20.167193
505800, 21.110891
506700, 22.167830
507600, 5.970234
508500, 5.989988
509400, 6.270282
510300, 6.584210
511200, 1.901556
512100, 1.907848
513000, 1.997123
513900, 2.097111
514800, 1.836903
515700, 1.842981
516600, 1.929221
517500, 2.025809
518400, 0.825974
519300, 0.828707
520200, 0.867485
521100, 0.910917
522000, 0.931066
522900, 0.934147
523800, 0.977859
524700, 1.026817
525600, 0.934981
526500, 0.938075
527400, 0.981971
528300, 1.031134
529200, 0.969510
530100, 0.972718
531000, 1.018235
531900, 1.069214
532800, 0.971097
533700, 0.974311
534600, 1.019902
535500, 1.070965
536400, 1.864683
537300, 1.870852
538200, 1.958397
539100, 2.056446
540000, 5.917956
540900, 5.937538
541800, 6.215377
542700, 6.526557
543600, 9.261553
544500, 9.292198
545400, 9.727015
546300, 10.214008
547200, 17.975977
548100, 18.035456
549000, 18.879402
549900, 19.824620
550800, 17.010969
551700, 17.067255
552600, 17.865896
553500, 18.760371
554400, 17.750193
555300, 17.808925
556200, 18.642271
557100, 19.575617
558000, 18.001650
558900, 18.061214
559800, 18.906365
560700, 19.852933
561600, 15.506208
562500, 15.557515
563400, 16.285509
564300, 17.100861
565200, 15.693417
566100, 15.745344
567000, 16.482127
567900, 17.307322
568800, 16.936064
569700, 16.992102
570600, 17.787226
571500, 18.677763
572400, 15.042692
573300, 15.092466
574200, 15.798698
575100, 16.589677
576000, 16.243690
576900, 16.297438
577800, 17.060056
578700, 17.914185
579600, 16.107220
580500, 16.160516
581400, 16.916727
582300, 17.763681
583200, 15.225258
584100, 15.275636
585000, 15.990440
585900, 16.791018
586800, 13.919142
587700, 13.965198
588600, 14.618681
589500, 15.350581
590400, 7.974035
591300, 8.000420
592200, 8.374789
593100, 8.794082
594000, 2.368420
594900, 2.376256
595800, 2.487450
596700, 2.611987
597600, 0.754356
598500, 0.756852
599400, 0.792268
600300, 0.831934
601200, 0.728708
602100, 0.731119
603000, 0.765331
603900, 0.803648
604800, 3.009988
605700, 3.019947
606600, 3.161262
607500, 3.319534
608400, 3.392962
609300, 3.404189
610200, 3.563484
611100, 3.741893
612000, 3.407229
612900, 3.418503
613800, 3.578467
614700, 3.757627
615600, 3.533057
616500, 3.544747
617400, 3.710619
618300, 3.896395
619200, 3.538843
620100, 3.550552
621000, 3.716696
621900, 3.902776
622800, 6.795217
623700, 6.817701
624600, 7.136727
625500, 7.494035
626400, 21.566028
627300, 21.637386
628200, 22.649880
629100, 23.783870
630000, 33.750658
630900, 33.862333
631800, 35.446877
632700, 37.221563
633600, 65.507484
634500, 65.724237
635400, 68.799718
636300, 72.244250
637200, 61.990834
638100, 62.195950
639000, 65.106330
639900, 68.365948
640800, 64.684690
641700, 64.898720
642600, 67.935573
643500, 71.336840
644400, 65.601040
645300, 65.818102
646200, 68.897976
647100, 72.347427
648000, 56.507231
648900, 56.694203
649800, 59.347136
650700, 62.318414
651600, 57.189451
652500, 57.378681
653400, 60.063643
654300, 63.070794
655200, 61.717866
656100, 61.922080
657000, 64.819644
657900, 68.064909
658800, 54.818101
659700, 54.999484
660600, 57.573115
661500, 60.455574
662400, 59.194740
663300, 59.390605
664200, 62.169713
665100, 65.282306
666000, 58.697421
666900, 58.891640
667800, 61.647400
668700, 64.733843
669600, 55.483403
670500, 55.666988
671400, 58.271853
672300, 61.189296
673200, 50.723694
674100, 50.891530
675000, 53.272934
675900, 55.940101
676800, 29.058726
677700, 29.154877
678600, 30.519142
679500, 32.047115
680400, 8.630920
681300, 8.659478
682200, 9.064687
683100, 9.518520
684000, 2.749000
684900, 2.758096
685800, 2.887158
686700, 3.031707
687600, 2.655534
688500, 2.664321
689400, 2.788995
690300, 2.928629
691200, 3.204271
692100, 3.214873
693000, 3.365309
693900, 3.533797
694800, 3.611965
695700, 3.623916
696600, 3.793493
697500, 3.983418
698400, 3.627152
699300, 3.639154
700200, 3.809444
701100, 4.000167
702000, 3.761102
702900, 3.773547
703800, 3.950125
704700, 4.147893
705600, 3.767261
706500, 3.779727
707400, 3.956594
708300, 4.154685
709200, 7.233823
710100, 7.257758
711000, 7.597376
711900, 7.977746
712800, 22.958033
713700, 23.033997
714600, 24.111844
715500, 25.319029
716400, 35.929135
717300, 36.048018
718200, 37.734839
719100, 39.624074
720000, 69.735744
720900, 69.966487
721800, 73.240479
722700, 76.907342
723600, 65.992107
724500, 66.210463
725400, 69.308697
726300, 72.778711
727200, 68.859842
728100, 69.087687
729000, 72.320557
729900, 75.941363
730800, 69.835338
731700, 70.066411
732600, 73.345079
733500, 77.017179
734400, 60.154558
735300, 60.353599
736200, 63.177769
737100, 66.340831
738000, 60.880813
738900, 61.082257
739800, 63.940524
740700, 67.141774
741600, 65.701521
742500, 65.918915
743400, 69.003507
744300, 72.458241
745200, 58.356401
746100, 58.549492
747000, 61.289241
747900, 64.357752
748800, 63.015536
749700, 63.224043
750600, 66.182532
751500, 69.496031
752400, 62.486117
753300, 62.692872
754200, 65.626505
755100, 68.912167
756000, 59.064646
756900, 59.260081
757800, 62.033081
758700, 65.138833
759600, 53.997717
760500, 54.176385
761400, 56.711500
762300, 59.550822
763200, 30.934357
764100, 31.036713
765000, 32.489037
765900, 34.115635
766800, 9.188013
767700, 9.218414
768600, 9.649778
769500, 10.132905
770400, 2.926438
771300, 2.936121
772200, 3.073513
773100, 3.227392
774000, 2.826939
774900, 2.836293
775800, 2.969014
776700, 3.117660
777600, 3.304419
778500, 3.315353
779400, 3.470491
780300, 3.644244
781200, 3.724856
782100, 3.737180
783000, 3.912057
783900, 4.107918
784800, 3.740518
785700, 3.752894
786600, 3.928506
787500, 4.125191
788400, 3.878654
789300, 3.891488
790200, 4.073585
791100, 4.277533
792000, 3.885006
792900, 3.897861
793800, 4.080256
794700, 4.284538
795600, 7.459913
796500, 7.484597
797400, 7.834829
798300, 8.227088
799200, 23.675578
800100, 23.753916
801000, 24.865451
801900, 26.110366
802800, 37.052087
803700, 37.174685
804600, 38.914227
805500, 40.862510
806400, 71.915309
807300, 72.153264
808200, 75.529584
809100, 79.311053
810000, 68.054666
810900, 68.279847
811800, 71.474915
812700, 75.053383
813600, 71.012031
814500, 71.246997
815400, 74.580909
816300, 78.314882
817200, 72.018016
818100, 72.256311
819000, 75.637453
819900, 79.424323
820800, 62.034667
821700, 62.239929
822600, 65.152367
823500, 68.414290
824400, 62.783621
825300, 62.991361
826200, 65.938961
827100, 69.240266
828000, 67.754997
828900, 67.979187
829800, 71.160186
830700, 74.722897
831600, 60.180309
832500, 60.379435
833400, 63.204814
834300, 66.369230
835200, 64.985064
836100, 65.200088
837000, 68.251043
837900, 71.668104
838800, 64.439098
839700, 64.652315
840600, 67.677638
841500, 71.065991
842400, 60.910690
843300, 61.112233
844200, 63.971902
845100, 67.174723
846000, 55.685395
846900, 55.869648
847800, 58.483997
848700, 61.412061
849600, 31.901199
850500, 32.006754
851400, 33.504470
852300, 35.181907
853200, 9.475181
854100, 9.506532
855000, 9.951379
855900, 10.449605
856800, 3.017903
857700, 3.027888
858600, 3.169574
859500, 3.328263
860400, 2.915294
861300, 2.924940
862200, 3.061809
863100, 3.215102
864000, 3.437286
864900, 3.448659
865800, 3.610035
866700, 3.790775
867600, 3.874628
868500, 3.887448
869400, 4.069356
870300, 4.273093
871200, 3.890920
872100, 3.903794
873000, 4.086467
873900, 4.291060
874800, 4.034610
875700, 4.047960
