# ENERGY DEMAND GROUP 10
# Households in a village in North Brabant with an annual energy consumption of 8.04e+13 J.
#
# time [s], power [MW]
0, 0.216377
900, 0.199829
1800, 0.195426
2700, 0.206779
3600, 0.219051
4500, 0.202298
5400, 0.197841
6300, 0.209334
7200, 0.218297
8100, 0.201602
9000, 0.197161
9900, 0.208614
10800, 0.190921
11700, 0.176320
12600, 0.172435
13500, 0.182452
14400, 0.201726
15300, 0.186298
16200, 0.182194
17100, 0.192778
18000, 0.204243
18900, 0.188623
19800, 0.184468
20700, 0.195184
21600, 0.425687
22500, 0.393131
23400, 0.384470
24300, 0.406805
25200, 1.680624
26100, 1.552094
27000, 1.517900
27900, 1.606078
28800, 3.659435
29700, 3.379570
30600, 3.305114
31500, 3.497115
32400, 4.095726
33300, 3.782495
34200, 3.699161
35100, 3.914053
36000, 4.983476
36900, 4.602352
37800, 4.500956
38700, 4.762425
39600, 4.412113
40500, 4.074686
41400, 3.984915
42300, 4.216406
43200, 4.474176
44100, 4.132002
45000, 4.040969
45900, 4.275717
46800, 4.422830
47700, 4.084583
48600, 3.994594
49500, 4.226648
50400, 3.948947
51300, 3.646941
52200, 3.566594
53100, 3.773784
54000, 4.021108
54900, 3.713584
55800, 3.631768
56700, 3.842745
57600, 4.198577
58500, 3.877480
59400, 3.792054
60300, 4.012342
61200, 3.989241
62100, 3.684153
63000, 3.602986
63900, 3.812291
64800, 4.448274
65700, 4.108080
66600, 4.017574
67500, 4.250963
68400, 4.155918
69300, 3.838084
70200, 3.753526
71100, 3.971576
72000, 4.491806
72900, 4.148283
73800, 4.056891
74700, 4.292564
75600, 3.799568
76500, 3.508986
77400, 3.431678
78300, 3.631032
79200, 2.971879
80100, 2.744597
81000, 2.684130
81900, 2.840057
82800, 1.606121
83700, 1.483288
84600, 1.450610
85500, 1.534878
86400, 0.210096
87300, 0.194028
88200, 0.189754
89100, 0.200777
90000, 0.212692
90900, 0.196426
91800, 0.192099
92700, 0.203258
93600, 0.211961
94500, 0.195751
95400, 0.191438
96300, 0.202559
97200, 0.185379
98100, 0.171202
99000, 0.167430
99900, 0.177156
100800, 0.195870
101700, 0.180891
102600, 0.176906
103500, 0.187182
104400, 0.198315
105300, 0.183148
106200, 0.179113
107100, 0.189518
108000, 0.413330
108900, 0.381720
109800, 0.373310
110700, 0.394997
111600, 1.631842
112500, 1.507043
113400, 1.473840
114300, 1.559459
115200, 3.553215
116100, 3.281474
117000, 3.209178
117900, 3.395606
118800, 3.976842
119700, 3.672703
120600, 3.591788
121500, 3.800442
122400, 4.838823
123300, 4.468762
124200, 4.370309
125100, 4.624189
126000, 4.284045
126900, 3.956412
127800, 3.869247
128700, 4.094019
129600, 4.344307
130500, 4.012065
131400, 3.923674
132300, 4.151608
133200, 4.294452
134100, 3.966022
135000, 3.878646
135900, 4.103964
136800, 3.834323
137700, 3.541083
138600, 3.463068
139500, 3.664245
140400, 3.904390
141300, 3.605792
142200, 3.526351
143100, 3.731204
144000, 4.076708
144900, 3.764931
145800, 3.681984
146700, 3.895878
147600, 3.873448
148500, 3.577216
149400, 3.498405
150300, 3.701634
151200, 4.319156
152100, 3.988838
153000, 3.900958
153900, 4.127573
154800, 4.035287
155700, 3.726678
156600, 3.644574
157500, 3.856295
158400, 4.361425
159300, 4.027874
160200, 3.939134
161100, 4.167967
162000, 3.689280
162900, 3.407133
163800, 3.332069
164700, 3.525636
165600, 2.885617
166500, 2.664932
167400, 2.606220
168300, 2.757620
169200, 1.559501
170100, 1.440234
171000, 1.408504
171900, 1.490326
172800, 0.225247
173700, 0.208021
174600, 0.203438
175500, 0.215256
176400, 0.228031
177300, 0.210591
178200, 0.205952
179100, 0.217916
180000, 0.227247
180900, 0.209867
181800, 0.205244
182700, 0.217167
183600, 0.198748
184500, 0.183548
185400, 0.179504
186300, 0.189932
187200, 0.209996
188100, 0.193936
189000, 0.189663
189900, 0.200681
190800, 0.212617
191700, 0.196356
192600, 0.192030
193500, 0.203186
194400, 0.443138
195300, 0.409248
196200, 0.400232
197100, 0.423482
198000, 1.749523
198900, 1.615723
199800, 1.580127
200700, 1.671920
201600, 3.809456
202500, 3.518118
203400, 3.440609
204300, 3.640481
205200, 4.263633
206100, 3.937561
207000, 3.850811
207900, 4.074512
208800, 5.187777
209700, 4.791028
210600, 4.685475
211500, 4.957664
212400, 4.592990
213300, 4.241730
214200, 4.148279
215100, 4.389261
216000, 4.657598
216900, 4.301396
217800, 4.206631
218700, 4.451003
219600, 4.604147
220500, 4.252033
221400, 4.158355
222300, 4.399922
223200, 4.110836
224100, 3.796449
225000, 3.712808
225900, 3.928493
226800, 4.185956
227700, 3.865824
228600, 3.780655
229500, 4.000281
230400, 4.370700
231300, 4.036440
232200, 3.947512
233100, 4.176831
234000, 4.152782
234900, 3.835188
235800, 3.750693
236700, 3.968579
237600, 4.630633
238500, 4.276494
239400, 4.182277
240300, 4.425234
241200, 4.326293
242100, 3.995429
243000, 3.907404
243900, 4.134393
244800, 4.675950
245700, 4.318345
246600, 4.223206
247500, 4.468541
248400, 3.955334
249300, 3.652839
250200, 3.572362
251100, 3.779888
252000, 3.093714
252900, 2.857114
253800, 2.794168
254700, 2.956487
255600, 1.671964
256500, 1.544097
257400, 1.510078
258300, 1.597802
259200, 0.224690
260100, 0.207507
261000, 0.202935
261900, 0.214724
262800, 0.227467
263700, 0.210071
264600, 0.205443
265500, 0.217377
266400, 0.226685
267300, 0.209348
268200, 0.204736
269100, 0.216630
270000, 0.198256
270900, 0.183094
271800, 0.179060
272700, 0.189462
273600, 0.209477
274500, 0.193456
275400, 0.189194
276300, 0.200185
277200, 0.212091
278100, 0.195871
279000, 0.191555
279900, 0.202683
280800, 0.442042
281700, 0.408236
282600, 0.399242
283500, 0.422435
284400, 1.745198
285300, 1.611730
286200, 1.576221
287100, 1.667787
288000, 3.800039
288900, 3.509421
289800, 3.432104
290700, 3.631482
291600, 4.253093
292500, 3.927827
293400, 3.841292
294300, 4.064440
295200, 5.174953
296100, 4.779185
297000, 4.673893
297900, 4.945409
298800, 4.581637
299700, 4.231245
300600, 4.138024
301500, 4.378411
302400, 4.646085
303300, 4.290764
304200, 4.196232
305100, 4.440000
306000, 4.592766
306900, 4.241522
307800, 4.148076
308700, 4.389046
309600, 4.100674
310500, 3.787065
311400, 3.703631
312300, 3.918782
313200, 4.175608
314100, 3.856268
315000, 3.771309
315900, 3.990392
316800, 4.359896
317700, 4.026462
318600, 3.937754
319500, 4.166506
320400, 4.142517
321300, 3.825707
322200, 3.741422
323100, 3.958769
324000, 4.619187
324900, 4.265923
325800, 4.171938
326700, 4.414295
327600, 4.315599
328500, 3.985552
329400, 3.897745
330300, 4.124173
331200, 4.664391
332100, 4.307670
333000, 4.212766
333900, 4.457495
334800, 3.945556
335700, 3.643810
336600, 3.563532
337500, 3.770545
338400, 3.086066
339300, 2.850051
340200, 2.787261
341100, 2.949178
342000, 1.667832
342900, 1.540280
343800, 1.506345
344700, 1.593852
345600, 0.271702
346500, 0.250923
347400, 0.245395
348300, 0.259650
349200, 0.275059
350100, 0.254023
351000, 0.248427
351900, 0.262859
352800, 0.274113
353700, 0.253150
354600, 0.247573
355500, 0.261955
356400, 0.239737
357300, 0.221403
358200, 0.216525
359100, 0.229103
360000, 0.253305
360900, 0.233933
361800, 0.228779
362700, 0.242069
363600, 0.256466
364500, 0.236852
365400, 0.231634
366300, 0.245090
367200, 0.534530
368100, 0.493650
369000, 0.482775
369900, 0.510820
370800, 2.110341
371700, 1.948947
372600, 1.906009
373500, 2.016733
374400, 4.595111
375300, 4.243688
376200, 4.150194
377100, 4.391287
378000, 5.142957
378900, 4.749636
379800, 4.644995
380700, 4.914832
381600, 6.257694
382500, 5.779121
383400, 5.651799
384300, 5.980124
385200, 5.540241
386100, 5.116537
387000, 5.003812
387900, 5.294494
388800, 5.618173
389700, 5.188509
390600, 5.074199
391500, 5.368969
392400, 5.553698
393300, 5.128965
394200, 5.015967
395100, 5.307355
396000, 4.958648
396900, 4.579423
397800, 4.478532
398700, 4.738699
399600, 5.049260
400500, 4.663105
401400, 4.560370
402300, 4.825292
403200, 5.272106
404100, 4.868908
405000, 4.761639
405900, 5.038253
406800, 5.009245
407700, 4.626150
408600, 4.524230
409500, 4.787051
410400, 5.585647
411300, 5.158470
412200, 5.044822
413100, 5.337886
414000, 5.218540
414900, 4.819439
415800, 4.713260
416700, 4.987063
417600, 5.640310
418500, 5.208953
419400, 5.094192
420300, 5.390124
421200, 4.771075
422100, 4.406195
423000, 4.309120
423900, 4.559446
424800, 3.731756
425700, 3.446360
426600, 3.370432
427500, 3.566227
428400, 2.016787
429300, 1.862549
430200, 1.821514
431100, 1.927330
432000, 0.430916
432900, 0.397961
433800, 0.389193
434700, 0.411802
435600, 0.436241
436500, 0.402878
437400, 0.394002
438300, 0.416891
439200, 0.434741
440100, 0.401493
441000, 0.392648
441900, 0.415457
442800, 0.380220
443700, 0.351142
444600, 0.343406
445500, 0.363355
446400, 0.401739
447300, 0.371015
448200, 0.362841
449100, 0.383919
450000, 0.406753
450900, 0.375645
451800, 0.367369
452700, 0.388710
453600, 0.847759
454500, 0.782924
455400, 0.765675
456300, 0.810155
457200, 3.346978
458100, 3.091009
459000, 3.022910
459900, 3.198517
460800, 7.287796
461700, 6.730443
462600, 6.582162
463500, 6.964534
464400, 8.156673
465300, 7.532871
466200, 7.366911
467100, 7.794870
468000, 9.924635
468900, 9.165623
469800, 8.963692
470700, 9.484411
471600, 8.786761
472500, 8.114771
473400, 7.935992
474300, 8.397010
475200, 8.910361
476100, 8.228918
477000, 8.047624
477900, 8.515127
478800, 8.808105
479700, 8.134482
480600, 7.955269
481500, 8.417407
482400, 7.864361
483300, 7.262914
