# ENERGY DEMAND GROUP 57
# Households in Cairo with an annual energy consumption of 8.04e+14 J.
#
# time [s], power [MW]
0, 1.238860
900, 1.345835
1800, 1.365210
2700, 1.424135
3600, 1.218034
4500, 1.323210
5400, 1.342259
6300, 1.400194
7200, 1.221993
8100, 1.327511
9000, 1.346622
9900, 1.404746
10800, 1.275165
11700, 1.385275
12600, 1.405217
13500, 1.465870
14400, 1.172690
15300, 1.273951
16200, 1.292290
17100, 1.348069
18000, 1.245776
18900, 1.353347
19800, 1.372830
20700, 1.432085
21600, 2.386853
22500, 2.592956
23400, 2.630284
24300, 2.743813
25200, 7.800107
26100, 8.473638
27000, 8.595626
27900, 8.966633
28800, 15.464056
29700, 16.799362
30600, 17.041208
31500, 17.776746
32400, 18.827798
33300, 20.453560
34200, 20.748012
35100, 21.643545
36000, 19.714419
36900, 21.416740
37800, 21.725058
38700, 22.662763
39600, 18.750584
40500, 20.369679
41400, 20.662924
42300, 21.554784
43200, 19.645664
44100, 21.342048
45000, 21.649291
45900, 22.583725
46800, 19.559846
47700, 21.248820
48600, 21.554721
49500, 22.485074
50400, 19.113261
51300, 20.763673
52200, 21.062589
53100, 21.971700
54000, 17.843479
54900, 19.384246
55800, 19.663304
56700, 20.512018
57600, 16.181121
58500, 17.578345
59400, 17.831405
60300, 18.601051
61200, 16.610981
62100, 18.045323
63000, 18.305106
63900, 19.095198
64800, 17.216210
65700, 18.702813
66600, 18.972061
67500, 19.790940
68400, 17.894585
69300, 19.439765
70200, 19.719623
71100, 20.570768
72000, 17.307237
72900, 18.801700
73800, 19.072371
74700, 19.895580
75600, 16.892389
76500, 18.351031
77400, 18.615215
78300, 19.418691
79200, 13.344863
80100, 14.497179
81000, 14.705882
81900, 15.340622
82800, 7.302820
83700, 7.933411
84600, 8.047622
85500, 8.394976
86400, 1.303053
87300, 1.415570
88200, 1.435949
89100, 1.497928
90000, 1.281148
90900, 1.391773
91800, 1.411810
92700, 1.472747
93600, 1.285312
94500, 1.396297
95400, 1.416399
96300, 1.477534
97200, 1.341239
98100, 1.457054
99000, 1.478030
99900, 1.541825
100800, 1.233454
101700, 1.339961
102600, 1.359252
103500, 1.417920
104400, 1.310326
105300, 1.423472
106200, 1.443964
107100, 1.506289
108000, 2.510530
108900, 2.727312
109800, 2.766574
110700, 2.885986
111600, 8.204275
112500, 8.912707
113400, 9.041015
114300, 9.431247
115200, 16.265338
116100, 17.669834
117000, 17.924211
117900, 18.697862
118800, 19.803375
119700, 21.513377
120600, 21.823086
121500, 22.765022
122400, 20.735937
123300, 22.526465
124200, 22.850759
125100, 23.837052
126000, 19.722160
126900, 21.425150
127800, 21.733589
128700, 22.671662
129600, 20.663619
130500, 22.447903
131400, 22.771066
132300, 23.753919
133200, 20.573355
134100, 22.349844
135000, 22.671596
135900, 23.650155
136800, 20.103630
137700, 21.839559
138600, 22.153964
139500, 23.110181
140400, 18.768052
141300, 20.388655
142200, 20.682173
143100, 21.574864
144000, 17.019558
144900, 18.489181
145800, 18.755353
146700, 19.564879
147600, 17.471692
148500, 18.980356
149400, 19.253599
150300, 20.084630
151200, 18.108281
152100, 19.671913
153000, 19.955113
153900, 20.816423
154800, 18.821807
155700, 20.447052
156600, 20.741410
157500, 21.636658
158400, 18.204025
159300, 19.775925
160200, 20.060621
161100, 20.926485
162000, 17.767682
162900, 19.301904
163800, 19.579777
164700, 20.424886
165600, 14.036337
166500, 15.248361
167400, 15.467879
168300, 16.135509
169200, 7.681221
170100, 8.344487
171000, 8.464615
171900, 8.829968
172800, 1.278783
173700, 1.389205
174600, 1.409204
175500, 1.470028
176400, 1.257285
177300, 1.365851
178200, 1.385514
179100, 1.445316
180000, 1.261372
180900, 1.370290
181800, 1.390017
182700, 1.450014
183600, 1.316258
184500, 1.429915
185400, 1.450500
186300, 1.513107
187200, 1.210480
188100, 1.315004
189000, 1.333935
189900, 1.391510
190800, 1.285921
191700, 1.396959
192600, 1.417070
193500, 1.478234
194400, 2.463770
195300, 2.676514
196200, 2.715045
197100, 2.832233
198000, 8.051466
198900, 8.746702
199800, 8.872621
200700, 9.255584
201600, 15.962386
202500, 17.340723
203400, 17.590362
204300, 18.349604
205200, 19.434525
206100, 21.112678
207000, 21.416619
207900, 22.341010
208800, 20.349718
209700, 22.106897
210600, 22.425150
211500, 23.393073
212400, 19.354824
213300, 21.026094
214200, 21.328789
215100, 22.249389
216000, 20.278748
216900, 22.029798
217800, 22.346942
218700, 23.311488
219600, 20.190164
220500, 21.933566
221400, 22.249324
222300, 23.209657
223200, 19.729188
224100, 21.432784
225000, 21.741333
225900, 22.679741
226800, 18.418486
227700, 20.008905
228600, 20.296956
229500, 21.173020
230400, 16.702559
231300, 18.144809
232200, 18.406024
233100, 19.200472
234000, 17.146272
234900, 18.626836
235800, 18.894990
236700, 19.710542
237600, 17.771004
238500, 19.305513
239400, 19.583437
240300, 20.428705
241200, 18.471240
242100, 20.066214
243000, 20.355089
243900, 21.233663
244800, 17.864964
245700, 19.407586
246600, 19.686981
247500, 20.536717
248400, 17.436748
249300, 18.942395
250200, 19.215092
251100, 20.044460
252000, 13.774902
252900, 14.964352
253800, 15.179781
254700, 15.834976
255600, 7.538154
256500, 8.189066
257400, 8.306957
258300, 8.665505
259200, 1.378722
260100, 1.497774
261000, 1.519336
261900, 1.584914
262800, 1.355545
263700, 1.472595
264600, 1.493794
265500, 1.558270
266400, 1.359951
267300, 1.477381
268200, 1.498650
269100, 1.563335
270000, 1.419126
270900, 1.541666
271800, 1.563860
272700, 1.631360
273600, 1.305081
274500, 1.417774
275400, 1.438184
276300, 1.500260
277200, 1.386418
278100, 1.506134
279000, 1.527817
279900, 1.593761
280800, 2.656318
281700, 2.885689
282600, 2.927232
283500, 3.053578
284400, 8.680705
285300, 9.430275
286200, 9.566034
287100, 9.978927
288000, 17.209880
288900, 18.695936
289800, 18.965085
290700, 19.783663
291600, 20.953373
292500, 22.762677
293400, 23.090371
294300, 24.087006
295200, 21.940090
296100, 23.834596
297000, 24.177722
297900, 25.221289
298800, 20.867443
299700, 22.669327
300600, 22.995677
301500, 23.988225
302400, 21.863573
303300, 23.751472
304200, 24.093401
305100, 25.133329
306000, 21.768067
306900, 23.647719
307800, 23.988154
