# ENERGY DEMAND GROUP 28
# Public transport provider in Luxemburg with an annual energy consumption of 7.57e+14 J.
#
# time [s], power [MW]
0, 3.622911
900, 3.573921
1800, 3.563003
2700, 3.533954
3600, 3.535303
4500, 3.487498
5400, 3.476844
6300, 3.448497
7200, 3.484124
8100, 3.437012
9000, 3.426512
9900, 3.398575
10800, 3.642091
11700, 3.592842
12600, 3.581866
13500, 3.552662
14400, 3.796899
15300, 3.745557
16200, 3.734115
17100, 3.703670
18000, 7.341350
18900, 7.242079
19800, 7.219955
20700, 7.161090
21600, 29.376420
22500, 28.979188
23400, 28.890658
24300, 28.655109
25200, 67.740924
26100, 66.824922
27000, 66.620775
27900, 66.077608
28800, 76.004099
29700, 74.976361
30600, 74.747312
31500, 74.137888
32400, 74.935489
33300, 73.922201
34200, 73.696372
35100, 73.095517
36000, 52.388221
36900, 51.679820
37800, 51.521941
38700, 51.101876
39600, 37.864543
40500, 37.352533
41400, 37.238423
42300, 36.934814
43200, 30.162304
44100, 29.754445
45000, 29.663546
45900, 29.421696
46800, 31.837081
47700, 31.406575
48600, 31.310630
49500, 31.055350
50400, 32.327578
51300, 31.890439
52200, 31.793016
53100, 31.533804
54000, 38.769221
54900, 38.244979
55800, 38.128142
56700, 37.817279
57600, 54.509659
58500, 53.772572
59400, 53.608300
60300, 53.171225
61200, 70.959530
62100, 70.000005
63000, 69.786159
63900, 69.217184
64800, 77.815998
65700, 76.763759
66600, 76.529250
67500, 75.905298
68400, 68.658130
69300, 67.729725
70200, 67.522814
71100, 66.972292
72000, 40.085340
72900, 39.543300
73800, 39.422497
74700, 39.101081
75600, 25.145022
76500, 24.805008
77400, 24.729230
78300, 24.527609
79200, 8.416046
80100, 8.302243
81000, 8.276880
81900, 8.209398
82800, 3.986905
83700, 3.932993
84600, 3.920978
85500, 3.889010
86400, 3.615959
87300, 3.567063
88200, 3.556166
89100, 3.527172
90000, 3.528519
90900, 3.480805
91800, 3.470172
92700, 3.441879
93600, 3.477438
94500, 3.430416
95400, 3.419936
96300, 3.392053
97200, 3.635101
98100, 3.585947
99000, 3.574992
99900, 3.545845
100800, 3.789613
101700, 3.738369
102600, 3.726949
103500, 3.696563
104400, 7.327262
105300, 7.228182
106200, 7.206100
107100, 7.147348
108000, 29.320046
108900, 28.923577
