# ENERGY DEMAND GROUP 33
# Public transport provider with an annual energy consumption of 1.34e+15 J.
#
# time [s], power [MW]
0, 4.608655
900, 4.567946
1800, 4.634923
2700, 4.692675
3600, 4.804726
4500, 4.762284
5400, 4.832111
6300, 4.892320
7200, 4.862016
8100, 4.819068
9000, 4.889728
9900, 4.950655
10800, 5.042608
11700, 4.998065
12600, 5.071349
13500, 5.134539
14400, 5.039624
15300, 4.995108
16200, 5.068348
17100, 5.131501
18000, 10.082139
18900, 9.993080
19800, 10.139603
20700, 10.265945
21600, 39.860653
22500, 39.508551
23400, 40.087842
24300, 40.587347
25200, 91.258151
26100, 90.452040
27000, 91.778285
27900, 92.921868
28800, 101.362738
29700, 100.467370
30600, 101.940464
31500, 103.210670
32400, 107.894428
33300, 106.941364
34200, 108.509382
35100, 109.861439
36000, 71.310685
36900, 70.680777
37800, 71.717127
38700, 72.610742
39600, 50.136183
40500, 49.693315
41400, 50.421938
42300, 51.050210
43200, 41.152144
44100, 40.788634
45000, 41.386694
45900, 41.902384
46800, 38.419519
47700, 38.080148
48600, 38.638495
49500, 39.119941
50400, 37.994839
51300, 37.659219
52200, 38.211394
53100, 38.687518
54000, 47.055898
54900, 46.640239
55800, 47.324097
56700, 47.913768
57600, 68.613521
58500, 68.007437
59400, 69.004589
60300, 69.864406
61200, 82.507673
62100, 81.778858
63000, 82.977933
63900, 84.011860
64800, 92.207342
65700, 91.392847
66600, 92.732886
67500, 93.888363
68400, 81.293085
69300, 80.574999
70200, 81.756422
71100, 82.775130
72000, 43.394494
72900, 43.011177
73800, 43.641824
74700, 44.185614
75600, 26.818574
76500, 26.581678
77400, 26.971429
78300, 27.307501
79200, 9.290409
80100, 9.208344
81000, 9.343361
81900, 9.459782
82800, 4.609804
83700, 4.569084
84600, 4.636078
85500, 4.693845
86400, 4.715527
87300, 4.673874
88200, 4.742404
89100, 4.801495
90000, 4.916145
90900, 4.872719
91800, 4.944165
92700, 5.005770
93600, 4.974763
94500, 4.930820
95400, 5.003117
96300, 5.065458
97200, 5.159543
98100, 5.113967
99000, 5.188950
99900, 5.253606
100800, 5.156490
101700, 5.110941
102600, 5.185880
103500, 5.250497
104400, 10.315937
105300, 10.224813
106200, 10.374734
107100, 10.504006
108000, 40.784996
108900, 40.424730
109800, 41.017454
110700, 41.528543
111600, 93.374371
112500, 92.549567
113400, 93.906567
114300, 95.076668
115200, 103.713277
116100, 102.797146
117000, 104.304400
117900, 105.604061
118800, 110.396433
119700, 109.421268
120600, 111.025647
121500, 112.409057
122400, 72.964336
123300, 72.319820
124200, 73.380203
125100, 74.294540
126000, 51.298810
126900, 50.845672
127800, 51.591192
128700, 52.234032
129600, 42.106436
130500, 41.734498
131400, 42.346426
132300, 42.874074
133200, 39.310444
134100, 38.963203
135000, 39.534497
135900, 40.027108
136800, 38.875916
137700, 38.532513
138600, 39.097492
139500, 39.584658
140400, 48.147095
141300, 47.721797
142200, 48.421514
143100, 49.024859
144000, 70.204626
144900, 69.584487
145800, 70.604763
146700, 71.484518
147600, 84.420975
148500, 83.675259
149400, 84.902139
150300, 85.960044
151200, 94.345573
152100, 93.512190
153000, 94.883304
153900, 96.065576
154800, 83.178222
155700, 82.443483
156600, 83.652303
157500, 84.694634
158400, 44.400785
159300, 44.008580
160200, 44.653851
161100, 45.210251
162000, 27.440481
162900, 27.198091
163800, 27.596880
164700, 27.940745
165600, 9.505848
166500, 9.421880
167400, 9.560028
168300, 9.679148
169200, 4.716702
170100, 4.675038
171000, 4.743586
171900, 4.802692
172800, 4.862250
173700, 4.819300
174600, 4.889963
175500, 4.950893
176400, 5.069110
177300, 5.024333
178200, 5.098001
179100, 5.161524
180000, 5.129552
180900, 5.084241
181800, 5.158788
182700, 5.223068
183600, 5.320081
184500, 5.273088
185400, 5.350404
186300, 5.417071
187200, 5.316933
188100, 5.269967
189000, 5.347237
189900, 5.413866
190800, 10.636916
191700, 10.542957
192600, 10.697542
193500, 10.830836
194400, 42.054015
195300, 41.682539
196200, 42.293705
197100, 42.820697
198000, 96.279699
198900, 95.429232
199800, 96.828454
200700, 98.034963
201600, 106.940299
202500, 105.995663
203400, 107.549814
204300, 108.889914
205200, 113.831400
206100, 112.825893
207000, 114.480192
207900, 115.906647
208800, 75.234609
209700, 74.570039
210600, 75.663416
211500, 76.606203
212400, 52.894964
213300, 52.427727
214200, 53.196443
215100, 53.859286
216000, 43.416571
216900, 43.033060
217800, 43.664028
218700, 44.208094
219600, 40.533582
220500, 40.175537
221400, 40.764607
222300, 41.272545
223200, 40.085533
224100, 39.731446
225000, 40.314004
225900, 40.816328
