# ENERGY DEMAND GROUP 08
# Public transport provider in Luxemburg with an annual energy consumption of 7.57e+14 J.
#
# time [s], power [MW]
0, 3.389031
900, 3.302523
1800, 3.315217
2700, 3.324674
3600, 3.454789
4500, 3.366603
5400, 3.379543
6300, 3.389183
7200, 3.761143
8100, 3.665137
9000, 3.679225
9900, 3.689720
10800, 3.753848
11700, 3.658028
12600, 3.672089
13500, 3.682563
14400, 3.831659
15300, 3.733853
16200, 3.748205
17100, 3.758897
18000, 8.075938
18900, 7.869793
19800, 7.900044
20700, 7.922578
21600, 34.246058
22500, 33.371899
23400, 33.500176
24300, 33.595731
25200, 76.190205
26100, 74.245386
27000, 74.530775
27900, 74.743366
28800, 81.767684
29700, 79.680496
30600, 79.986776
31500, 80.214930
32400, 82.340117
33300, 80.238317
34200, 80.546741
35100, 80.776492
36000, 56.853749
36900, 55.402510
37800, 55.615469
38700, 55.774106
39600, 40.932280
40500, 39.887449
41400, 40.040771
42300, 40.154983
43200, 32.296820
44100, 31.472416
45000, 31.593392
45900, 31.683508
46800, 32.095131
47700, 31.275876
48600, 31.396096
49500, 31.485650
50400, 34.001070
51300, 33.133165
52200, 33.260524
53100, 33.355396
54000, 43.194490
54900, 42.091914
55800, 42.253710
56700, 42.374234
57600, 60.832670
58500, 59.279865
59400, 59.507729
60300, 59.677468
61200, 76.169381
62100, 74.225094
63000, 74.510405
63900, 74.722937
64800, 82.578922
65700, 80.471026
66600, 80.780346
67500, 81.010762
68400, 69.796827
69300, 68.015205
70200, 68.276646
71100, 68.471397
72000, 37.624767
72900, 36.664363
73800, 36.805296
74700, 36.910279
75600, 23.569276
76500, 22.967650
77400, 23.055935
78300, 23.121699
79200, 8.320614
80100, 8.108223
81000, 8.139390
81900, 8.162607
82800, 4.274178
83700, 4.165076
84600, 4.181086
85500, 4.193013
86400, 3.587919
87300, 3.496334
88200, 3.509774
89100, 3.519785
90000, 3.657536
90900, 3.564175
91800, 3.577875
92700, 3.588080
93600, 3.981869
94500, 3.880229
95400, 3.895144
96300, 3.906254
97200, 3.974146
98100, 3.872703
99000, 3.887589
99900, 3.898678
100800, 4.056523
101700, 3.952977
102600, 3.968172
103500, 3.979491
104400, 8.549882
105300, 8.331639
106200, 8.363665
107100, 8.387521
108000, 36.255817
108900, 35.330357
109800, 35.466162
110700, 35.567325
111600, 80.661492
112500, 78.602540
113400, 78.904677
114300, 79.129744
115200, 86.566290
116100, 84.356613
117000, 84.680868
117900, 84.922411
118800, 87.172316
119700, 84.947170
120600, 85.273695
121500, 85.516929
122400, 60.190260
123300, 58.653853
124200, 58.879310
125100, 59.047257
126000, 43.334425
126900, 42.228278
127800, 42.390597
128700, 42.511512
129600, 34.192186
130500, 33.319402
131400, 33.447477
132300, 33.542882
133200, 33.978661
134100, 33.111327
135000, 33.238603
135900, 33.333412
136800, 35.996452
137700, 35.077612
138600, 35.212446
139500, 35.312885
140400, 45.729395
141300, 44.562114
142200, 44.733404
143100, 44.861001
144000, 64.402687
144900, 62.758754
145800, 62.999990
146700, 63.179691
147600, 80.639446
148500, 78.581056
149400, 78.883111
150300, 79.108116
151200, 87.425136
152100, 85.193536
153000, 85.521009
153900, 85.764948
154800, 73.892913
155700, 72.006735
156600, 72.283519
157500, 72.489699
158400, 39.832808
159300, 38.816042
160200, 38.965246
161100, 39.076390
162000, 24.952458
162900, 24.315526
163800, 24.408992
164700, 24.478616
165600, 8.808916
166500, 8.584061
167400, 8.617057
168300, 8.641636
169200, 4.525012
170100, 4.409508
171000, 4.426457
171900, 4.439083
172800, 3.502176
173700, 3.412780
174600, 3.425898
175500, 3.435670
176400, 3.570129
177300, 3.478999
178200, 3.492372
179100, 3.502333
180000, 3.886711
180900, 3.787500
181800, 3.802058
182700, 3.812903
183600, 3.879173
184500, 3.780154
185400, 3.794684
186300, 3.805508
187200, 3.959582
188100, 3.858510
189000, 3.873341
189900, 3.884390
190800, 8.345559
191700, 8.132531
192600, 8.163792
193500, 8.187078
194400, 35.389383
195300, 34.486040
196200, 34.618599
197100, 34.717345
198000, 78.733861
198900, 76.724113
199800, 77.019030
200700, 77.238718
201600, 84.497547
202500, 82.340677
203400, 82.657183
204300, 82.892953
205200, 85.089091
206100, 82.917121
207000, 83.235843
207900, 83.473264
208800, 58.751846
209700, 57.252156
210600, 57.472225
211500, 57.636158
212400, 42.298828
213300, 41.219115
214200, 41.377556
215100, 41.495581
216000, 33.375068
216900, 32.523142
217800, 32.648156
218700, 32.741281
219600, 33.166647
220500, 32.320040
221400, 32.444274
222300, 32.536818
223200, 35.136216
224100, 34.239335
225000, 34.370946
225900, 34.468986
226800, 44.636564
227700, 43.497178
228600, 43.664375
229500, 43.788923
230400, 62.863605
231300, 61.258959
232200, 61.494430
233100, 61.669836
234000, 78.712342
234900, 76.703143
235800, 76.997980
236700, 77.217608
237600, 85.335869
238500, 83.157600
239400, 83.477246
240300, 83.715356
241200, 72.127036
242100, 70.285934
243000, 70.556103
243900, 70.757356
244800, 38.880892
245700, 37.888425
246600, 38.034063
247500, 38.142551
248400, 24.356150
249300, 23.734439
250200, 23.825671
251100, 23.893631
252000, 8.598402
252900, 8.378921
253800, 8.411128
254700, 8.435120
255600, 4.416874
256500, 4.304130
257400, 4.320675
258300, 4.332999
259200, 3.411231
260100, 3.324156
261000, 3.336934
261900, 3.346452
262800, 3.477420
263700, 3.388656
264600, 3.401681
265500, 3.411384
266400, 3.785781
267300, 3.689145
268200, 3.703326
269100, 3.713889
270000, 3.778438
270900, 3.681990
271800, 3.696143
272700, 3.706686
273600, 3.856758
274500, 3.758311
275400, 3.772758
276300, 3.783519
277200, 8.128840
278100, 7.921344
279000, 7.951793
279900, 7.974474
280800, 34.470386
281700, 33.590501
282600, 33.719618
283500, 33.815799
284400, 76.689288
285300, 74.731729
286200, 75.018988
287100, 75.232971
288000, 82.303302
288900, 80.202441
289800, 80.510728
290700, 80.740376
291600, 82.879484
292500, 80.763916
293400, 81.074362
294300, 81.305617
295200, 57.226169
296100, 55.765423
297000, 55.979778
297900, 56.139454
298800, 41.200406
299700, 40.148731
300600, 40.303057
301500, 40.418017
302400, 32.508379
303300, 31.678576
304200, 31.800344
305100, 31.891051
306000, 32.305370
306900, 31.480748
307800, 31.601756
308700, 31.691896
309600, 34.223794
310500, 33.350203
311400, 33.478396
312300, 33.573890
313200, 43.477434
314100, 42.367636
315000, 42.530492
315900, 42.651805
316800, 61.231154
317700, 59.668177
318600, 59.897533
319500, 60.068384
320400, 76.668327
321300, 74.711304
322200, 74.998484
323100, 75.212409
324000, 83.119854
324900, 80.998150
325800, 81.309496
326700, 81.541422
327600, 70.254030
328500, 68.460737
329400, 68.723891
330300, 68.919918
331200, 37.871227
332100, 36.904533
333000, 37.046388
333900, 37.152059
334800, 23.723666
335700, 23.118099
336600, 23.206962
337500, 23.273157
338400, 8.375118
339300, 8.161336
340200, 8.192707
341100, 8.216076
342000, 4.302176
342900, 4.192360
343800, 4.208475
344700, 4.220479
345600, 3.320322
346500, 3.235568
347400, 3.248005
348300, 3.257269
349200, 3.384747
350100, 3.298348
351000, 3.311027
351900, 3.320471
352800, 3.684890
353700, 3.590830
354600, 3.604633
355500, 3.614915
356400, 3.677743
357300, 3.583865
358200, 3.597641
359100, 3.607903
360000, 3.753976
360900, 3.658153
361800, 3.672214
362700, 3.682689
363600, 7.912207
364500, 7.710241
365400, 7.739879
366300, 7.761956
367200, 33.551754
368100, 32.695318
369000, 32.820994
369900, 32.914612
370800, 74.645527
371700, 72.740138
372600, 73.019741
373500, 73.228021
374400, 80.109929
375300, 78.065056
376200, 78.365127
377100, 78.588655
378000, 80.670756
378900, 78.611567
379800, 78.913739
380700, 79.138832
381600, 55.701098
382500, 54.279281
383400, 54.487923
384300, 54.643344
385200, 40.102420
386100, 39.078772
387000, 39.228985
387900, 39.340882
388800, 31.642035
389700, 30.834345
390600, 30.952868
391500, 31.041158
392400, 31.444436
393300, 30.641790
394200, 30.759573
395100, 30.847311
396000, 33.311734
396900, 32.461424
397800, 32.586201
398700, 32.679149
399600, 42.318766
400500, 41.238544
401400, 41.397059
402300, 41.515140
403200, 59.599350
404100, 58.078027
405000, 58.301271
405900, 58.467569
406800, 74.625125
407700, 72.720257
408600, 72.999783
409500, 73.208007
410400, 80.904720
411300, 78.839559
412200, 79.142607
413100, 79.368353
414000, 68.381769
414900, 66.636267
415800, 66.892407
416700, 67.083210
417600, 36.861963
418500, 35.921031
419400, 36.059107
420300, 36.161961
421200, 23.091433
422100, 22.502005
423000, 22.588499
423900, 22.652930
424800, 8.151922
425700, 7.943837
426600, 7.974372
427500, 7.997118
428400, 4.187524
429300, 4.080634
430200, 4.096319
431100, 4.108004
432000, 2.688470
432900, 2.619845
433800, 2.629915
434700, 2.637416
435600, 2.740635
436500, 2.670678
437400, 2.680944
438300, 2.688591
439200, 2.983662
440100, 2.907501
441000, 2.918677
441900, 2.927003
442800, 2.977875
443700, 2.901862
444600, 2.913016
445500, 2.921325
446400, 3.039601
447300, 2.962013
448200, 2.973398
449100, 2.981879
450000, 6.406528
450900, 6.242996
451800, 6.266993
452700, 6.284869
453600, 27.166912
454500, 26.473454
455400, 26.575215
456300, 26.651017
457200, 60.440610
458100, 58.897813
459000, 59.124208
459900, 59.292853
460800, 64.865145
461700, 63.209408
462600, 63.452376
463500, 63.633367
464400, 65.319248
465300, 63.651919
466200, 63.896589
467100, 64.078846
468000, 45.101274
468900, 43.950026
469800, 44.118964
470700, 44.244808
471600, 32.470997
472500, 31.642148
473400, 31.763776
474300, 31.854379
475200, 25.620609
476100, 24.966622
477000, 25.062590
477900, 25.134078
478800, 25.460613
479700, 24.810709
480600, 24.906078
481500, 24.977120
482400, 26.972567
483300, 26.284070
484200, 26.385102
485100, 26.460363
486000, 34.265576
486900, 33.390919
487800, 33.519269
488700, 33.614879
489600, 48.257695
490500, 47.025877
491400, 47.206638
492300, 47.341290
493200, 60.424091
494100, 58.881715
495000, 59.108048
495900, 59.276647
496800, 65.508689
497700, 63.836525
498600, 64.081903
499500, 64.264690
500400, 55.368834
501300, 53.955498
502200, 54.162896
503100, 54.317389
504000, 29.847194
504900, 29.085320
505800, 29.197120
506700, 29.280401
507600, 18.697172
508500, 18.219911
509400, 18.289946
510300, 18.342116
511200, 6.600625
512100, 6.432139
513000, 6.456863
513900, 6.475280
514800, 3.390645
515700, 3.304096
516600, 3.316797
517500, 3.326257
518400, 2.296710
519300, 2.238084
520200, 2.246687
521100, 2.253095
522000, 2.341273
522900, 2.281510
523800, 2.290280
524700, 2.296813
525600, 2.548886
526500, 2.483824
527400, 2.493371
528300, 2.500483
529200, 2.543942
530100, 2.479006
531000, 2.488535
